,Temp,Irr,cluster
3109,13.5,580,4
3110,13.7,514,4
3111,13.7,409,0
3112,13.4,304,0
3113,12.7,178,0
3114,11.9,86,3
3115,10.9,3,3
3116,10.4,0,3
3117,9.8,0,3
3127,12.4,377,0
3128,14.5,596,4
3137,15.5,104,3
3138,14.6,50,3
3139,13.7,3,3
3140,12.7,0,3
3141,11.7,0,3
3199,11.3,400,0
3200,13.1,617,4
3201,14.8,797,4
3203,15.8,414,0
3204,15.3,371,0
3205,14.9,366,0
3206,14.5,360,0
3207,14.0,293,0
3208,13.4,211,0
3209,12.7,149,3
3210,11.9,80,3
3211,11.1,9,3
3212,10.7,0,3
3213,10.2,0,3
3223,13.1,330,0
3224,15.1,486,4
3247,11.5,122,3
3248,12.4,200,0
3249,13.9,417,0
3250,15.0,469,4
3261,15.1,0,3
3271,14.0,192,0
3272,15.1,292,0
3284,15.4,0,3
3285,14.3,0,3
3295,12.1,246,0
3296,13.4,372,0
3297,14.7,515,4
3298,15.9,577,4
3307,15.1,4,3
3308,14.1,0,3
3309,13.0,0,3
3439,14.2,123,3
3440,15.6,348,0
3463,15.5,116,3
3559,15.3,367,0
3583,14.8,296,0
3607,14.7,290,0
3631,15.7,270,0
3644,15.7,0,3
3645,15.9,0,3
3703,12.7,451,4
3704,14.4,669,4
3711,15.9,304,0
3712,15.4,278,0
3713,14.8,187,0
3714,14.0,113,3
3715,13.2,39,3
3716,12.4,0,3
3717,11.7,0,3
3727,13.3,237,0
3728,14.6,337,0
3729,15.2,289,0
3751,12.6,336,0
3752,14.0,483,4
3753,15.5,609,4
3765,14.8,0,3
3775,12.4,286,0
3776,13.7,410,0
3777,15.1,511,4
3789,14.8,0,3
3799,12.4,215,0
3800,12.8,246,0
3801,13.4,194,0
3802,13.9,274,0
3803,14.2,300,0
3804,15.1,491,4
3805,15.7,471,4
3813,15.2,0,3
3871,14.4,394,0
3895,14.7,418,0
4279,15.6,355,0
4423,15.5,321,0
4471,13.9,322,0
4472,15.3,455,4
4711,13.8,360,0
4712,15.7,534,4
4951,15.3,254,0
5143,14.5,153,3
5144,15.6,267,0
5157,15.5,0,3
5215,14.1,319,0
5216,15.9,503,4
5239,13.1,173,0
5240,14.2,264,0
5241,15.4,369,0
5253,15.9,0,3
5263,15.7,128,3
5287,13.7,257,0
5288,15.3,417,0
5599,14.5,235,0
5959,14.9,203,0
5983,12.4,207,0
5984,14.7,384,0
6055,13.6,49,3
6056,14.1,95,3
6057,14.7,142,3
6058,15.1,158,0
6059,15.4,163,0
6060,15.6,179,0
6061,15.8,179,0
6062,15.9,157,0
6063,15.8,131,3
6064,15.5,86,3
6065,15.3,46,3
6066,15.1,4,3
6067,14.5,0,3
6068,13.9,0,3
6069,12.9,0,3
6079,8.6,87,1
6080,9.4,162,3
6081,10.1,238,0
6082,10.9,315,0
6083,11.6,353,0
6084,12.0,357,0
6085,12.3,358,0
6086,12.4,308,0
6087,12.3,240,0
6088,12.0,168,0
6089,11.4,74,3
6090,10.6,4,3
6091,10.3,0,3
6092,9.9,0,3
6093,9.6,0,3
6103,10.7,67,3
6104,11.3,99,3
6105,12.2,174,0
6106,13.2,263,0
6107,14.1,288,0
6108,14.8,311,0
6109,15.1,252,0
6110,15.3,225,0
6111,15.4,212,0
6112,15.1,127,3
6113,14.6,74,3
6114,13.9,3,3
6115,13.6,0,3
6116,13.2,0,3
6117,12.1,0,3
6127,11.3,87,3
6128,12.3,165,0
6129,13.2,233,0
6130,14.1,318,0
6131,14.8,334,0
6132,15.0,353,0
6133,15.6,291,0
6134,15.6,254,0
6135,15.5,197,0
6136,15.0,125,3
6137,14.5,65,3
6138,13.8,3,3
6139,13.4,0,3
6140,13.0,0,3
6141,12.6,0,3
6151,13.5,185,0
6152,15.9,362,0
6223,10.9,20,3
6224,10.9,44,3
6225,10.8,59,3
6226,10.9,78,3
6227,11.0,84,3
6228,10.8,87,3
6229,10.8,79,3
6230,10.5,69,3
6231,10.5,62,3
6232,10.5,44,3
6233,9.8,22,3
6234,8.4,2,1
6235,9.8,0,3
6236,9.9,0,3
6237,9.9,0,3
6247,12.0,26,3
6248,12.5,59,3
6249,14.0,220,0
6250,14.0,51,3
6251,15.1,279,0
6271,11.8,118,3
6272,13.0,224,0
6273,14.1,316,0
6274,15.1,400,0
6275,15.8,417,0
6281,15.8,86,3
6282,14.8,2,3
6283,13.9,0,3
6284,13.1,0,3
6285,12.2,0,3
6295,9.9,130,3
6296,11.8,278,0
6297,13.7,421,0
6298,15.1,482,4
6306,15.6,2,3
6307,15.1,0,3
6308,14.6,0,3
6309,14.1,0,3
6319,12.7,86,3
6320,13.9,173,0
6321,15.0,248,0
6322,15.9,301,0
6331,15.4,0,3
6332,14.8,0,3
6333,14.1,0,3
6391,15.1,79,3
6415,15.8,76,3
6429,15.7,0,3
6439,13.3,57,3
6440,14.2,134,3
6441,15.1,217,0
6442,15.9,257,0
6451,15.4,0,3
6452,14.7,0,3
6453,14.1,0,3
6463,12.1,124,3
6464,13.9,260,0
6465,15.6,395,0
6476,15.5,0,3
6477,14.4,0,3
6487,8.4,136,1
6488,10.2,313,0
6489,12.0,476,4
6490,13.6,607,4
6491,14.9,688,4
6492,15.9,707,4
6496,15.8,278,0
6497,14.5,105,3
6498,13.1,1,3
6499,12.5,0,3
6500,11.8,0,3
6501,11.2,0,3
6559,7.1,104,1
6560,9.5,263,5
6561,11.8,403,0
6562,13.8,491,4
6563,15.3,530,4
6569,14.7,68,3
6570,13.1,0,3
6571,12.2,0,3
6572,11.4,0,3
6573,10.5,0,3
6583,7.6,14,1
6584,8.2,52,1
6585,9.1,110,1
6586,9.3,65,3
6587,10.4,208,0
6588,11.3,226,0
6589,12.3,318,0
6590,13.6,377,0
6591,14.5,368,0
6592,14.8,275,0
6593,14.3,93,3
6594,13.4,1,3
6595,13.2,0,3
6596,13.0,0,3
6597,12.8,0,3
6607,10.9,12,3
6608,11.5,31,3
6609,12.0,52,3
6610,12.3,65,3
6611,12.5,74,3
6612,12.6,77,3
6613,12.8,69,3
6614,12.6,57,3
6615,12.7,43,3
6616,12.5,24,3
6617,11.9,8,3
6618,11.9,0,3
6619,10.0,0,3
6620,11.4,0,3
6621,10.5,0,3
6631,9.6,11,3
6632,10.0,31,3
6633,10.3,40,3
6634,10.8,79,3
6635,11.2,85,3
6636,11.4,79,3
6637,13.7,507,4
6638,15.3,455,4
6641,15.8,68,3
6642,15.0,0,3
6643,14.7,0,3
6644,14.3,0,3
6645,13.9,0,3
6655,11.2,8,3
6656,11.3,20,3
6657,12.6,132,3
6658,13.0,88,3
6659,13.7,163,0
6660,13.4,104,3
6661,15.9,493,4
6667,15.5,0,3
6668,14.9,0,3
6669,14.3,0,3
6727,8.4,92,1
6728,10.7,241,0
6729,13.1,386,0
6730,15.3,495,4
6739,15.3,0,3
6740,14.4,0,3
6741,13.4,0,3
6751,10.2,86,3
6752,12.4,231,0
6753,14.9,371,0
6765,15.8,0,3
6775,13.2,68,3
6776,15.5,213,0
6799,14.0,77,3
6800,15.8,201,0
6823,14.4,46,3
6824,15.6,134,3
6837,15.6,0,3
6895,10.8,67,3
6896,13.2,242,0
6897,15.7,398,0
6907,15.6,0,3
6908,14.8,0,3
6909,14.0,0,3
6919,10.1,34,3
6920,11.2,119,3
6921,12.3,191,0
6922,13.5,273,0
6923,14.4,290,0
6924,15.1,316,0
6925,15.6,287,0
6926,15.7,226,0
6927,15.4,156,0
6928,14.7,62,3
6929,13.8,2,3
6930,13.6,0,3
6931,13.3,0,3
6932,13.0,0,3
6933,12.7,0,3
6943,12.2,11,3
6944,10.9,42,3
6945,12.7,62,3
6946,13.5,80,3
6947,13.9,101,3
6948,14.2,98,3
6949,14.4,85,3
6950,14.4,76,3
6951,14.4,60,3
6952,14.3,28,3
6953,14.0,2,3
6954,13.5,0,3
6955,13.3,0,3
6956,13.0,0,3
6957,12.7,0,3
6967,9.4,52,3
6968,10.8,160,3
6969,12.8,304,0
6970,14.6,396,0
6977,14.8,2,3
6978,14.2,0,3
6979,13.7,0,3
6980,13.2,0,3
6981,12.7,0,3
6991,10.4,17,3
6992,10.9,66,3
6993,11.7,119,3
6994,12.0,113,3
6995,12.5,152,3
6996,13.0,191,0
6997,13.2,171,0
6998,13.1,78,3
6999,12.8,46,3
7000,12.4,24,3
7001,12.0,2,3
7002,12.0,0,3
7003,11.9,0,3
7004,11.9,0,3
7005,11.8,0,3
7063,9.2,46,1
7064,10.2,114,3
7065,10.4,107,3
7066,12.1,314,0
7067,12.8,274,0
7068,13.5,306,0
7069,14.6,448,4
7070,14.6,261,0
7071,14.6,250,0
7072,14.1,150,3
7073,13.0,7,3
7074,12.4,0,3
7075,11.7,0,3
7076,11.0,0,3
7077,10.3,0,3
7087,7.1,4,1
7088,7.3,15,1
7089,8.0,74,1
7090,9.2,180,5
7091,11.0,355,0
7092,12.7,445,4
7093,13.8,416,0
7094,14.5,394,0
7095,14.6,254,0
7096,14.0,117,3
7097,12.9,2,3
7098,12.3,0,3
7099,11.6,0,3
7100,11.0,0,3
7101,10.3,0,3
7111,6.2,21,1
7112,8.7,186,5
7113,11.0,337,0
7114,12.9,438,4
7115,14.4,506,4
7116,15.5,527,4
7119,15.6,261,0
7120,14.3,109,3
7121,12.8,2,3
7122,12.0,0,3
7123,11.1,0,3
7124,10.3,0,3
7125,9.4,0,3
7135,4.8,19,1
7136,7.1,176,5
7137,9.2,322,5
7138,11.1,430,4
7139,12.7,504,4
7140,13.8,518,4
7141,14.3,464,4
7142,14.3,370,0
7143,13.7,241,0
7144,12.5,106,3
7145,11.0,1,3
7146,10.3,0,3
7147,9.5,0,3
7148,8.8,0,1
7149,8.1,0,1
7159,3.8,9,1
7160,5.1,111,1
7161,6.4,211,5
7162,7.5,284,5
7163,8.4,324,5
7164,9.0,330,5
7165,9.2,284,5
7166,9.2,228,5
7167,8.7,140,1
7168,7.9,54,1
7169,7.0,1,1
7170,6.7,0,1
7171,6.3,0,1
7172,5.9,0,1
7173,5.5,0,1
7231,6.6,3,1
7232,8.0,60,1
7233,8.5,72,1
7234,9.4,93,3
7235,10.2,134,3
7236,11.2,198,0
7237,12.3,239,0
7238,13.1,239,0
7239,13.7,228,0
7240,13.6,112,3
7241,12.7,5,3
7242,12.4,0,3
7243,12.0,0,3
7244,11.6,0,3
7245,11.3,0,3
7255,6.7,10,1
7256,8.3,134,1
7257,10.0,261,0
7258,11.5,358,0
7259,12.7,411,0
7260,13.6,432,4
7261,14.0,396,0
7262,14.1,315,0
7263,13.6,202,0
7264,12.6,79,3
7265,11.4,1,3
7266,10.7,0,3
7267,9.9,0,3
7268,9.1,0,1
7269,8.4,0,1
7279,4.5,9,1
7280,6.5,141,1
7281,8.4,271,5
7282,10.3,385,0
7283,11.8,451,4
7284,12.8,455,4
7285,13.4,423,0
7286,13.6,349,0
7287,13.1,221,0
7288,12.0,87,3
7289,10.7,0,3
7290,9.8,0,3
7291,8.8,0,1
7292,7.9,0,1
7293,7.0,0,1
7303,0.6,2,2
7304,1.0,34,2
7305,2.8,201,5
7306,3.7,208,5
7307,5.8,479,5
7308,6.4,310,5
7309,6.3,189,5
7310,5.1,29,1
7311,4.2,18,1
7312,3.4,7,1
7313,2.7,0,2
7314,2.3,0,2
7315,2.0,0,2
7316,1.7,0,2
7317,1.4,0,2
7327,0.4,2,2
7328,1.0,25,2
7329,1.8,56,2
7330,2.5,77,2
7331,3.0,87,2
7332,3.5,103,1
7333,6.0,392,5
7334,7.4,324,5
7335,7.9,207,5
7336,7.4,76,1
7337,6.4,0,1
7338,5.9,0,1
7339,5.4,0,1
7340,4.9,0,1
7341,4.3,0,1
7399,2.7,3,2
7400,4.0,66,1
7401,5.8,166,5
7402,7.2,216,5
7403,8.1,228,5
7404,9.0,265,5
7405,9.3,210,5
7406,9.1,142,1
7407,8.3,56,1
7408,7.3,6,1
7409,6.4,0,1
7410,6.1,0,1
7411,5.8,0,1
7412,5.5,0,1
7413,5.2,0,1
7423,3.4,2,1
7424,3.9,15,1
7425,4.1,24,1
7426,4.7,59,1
7427,5.0,50,1
7428,4.9,64,1
7429,7.5,363,5
7430,8.8,291,5
7431,9.2,174,5
7432,8.8,66,1
7433,8.0,0,1
7434,7.8,0,1
7435,7.6,0,1
7436,7.4,0,1
7437,7.1,0,1
7447,5.3,1,1
7448,5.9,31,1
7449,6.6,71,1
7450,7.5,119,1
7451,8.1,142,1
7452,8.5,130,1
7453,8.6,104,1
7454,8.4,71,1
7455,8.1,44,1
7456,7.7,23,1
7457,6.4,0,1
7458,6.8,0,1
7459,6.9,0,1
7460,6.8,0,1
7461,6.6,0,1
7471,6.7,1,1
7472,7.4,26,1
7473,8.6,82,1
7474,10.2,158,3
7475,11.7,210,0
7476,12.3,186,0
7477,12.6,125,3
7478,13.2,191,0
7479,13.5,177,0
7480,12.7,24,3
7481,11.8,0,3
7482,11.4,0,3
7483,11.0,0,3
7484,10.6,0,3
7485,10.2,0,3
7495,6.6,3,1
7496,9.2,134,1
7497,11.3,220,0
7498,13.1,298,0
7499,14.3,310,0
7500,14.8,268,0
7501,15.2,281,0
7502,15.6,294,0
7503,14.4,76,3
7504,12.9,6,3
7505,11.7,0,3
7506,11.4,0,3
7507,11.0,0,3
7508,10.7,0,3
7509,10.3,0,3
7567,5.8,2,1
7568,8.1,118,1
7569,10.7,266,0
7570,12.3,289,0
7571,13.2,299,0
7572,13.2,202,0
7573,12.9,175,0
7574,12.9,198,0
7575,12.5,153,3
7576,11.4,29,3
7577,10.6,0,3
7578,9.9,0,3
7579,9.1,0,1
7580,8.3,0,1
7581,7.6,0,1
7591,4.2,4,1
7592,6.2,91,1
7593,7.9,164,5
7594,9.4,217,5
7595,11.2,315,0
7596,12.0,270,0
7597,13.0,335,0
7598,13.5,283,0
7599,13.1,166,0
7600,11.7,13,3
7601,10.9,0,3
7602,10.2,0,3
7603,9.5,0,3
7604,8.7,0,1
7605,8.0,0,1
7615,2.6,1,2
7616,4.6,99,1
7617,7.1,230,5
7618,9.5,339,0
7619,11.5,406,0
7620,13.0,427,4
7621,13.8,390,0
7622,13.9,307,0
7623,13.1,186,0
7624,11.3,26,3
7625,10.7,0,3
7626,10.0,0,3
7627,9.4,0,3
7628,8.7,0,1
7629,8.0,0,1
7639,3.6,1,1
7640,4.0,20,1
7641,2.9,43,2
7642,4.1,62,1
7643,5.4,88,1
7644,5.6,105,1
7645,6.0,100,1
7646,6.0,77,1
7647,5.9,47,1
7648,5.5,7,1
7649,5.3,0,1
7650,5.1,0,1
7651,4.9,0,1
7652,4.8,0,1
7653,4.5,0,1
7663,4.4,0,1
7664,5.2,31,1
7665,5.9,57,1
7666,6.8,97,1
7667,7.4,98,1
7668,7.8,101,1
7669,9.9,358,0
7670,10.6,212,0
7671,10.8,135,3
7672,9.8,4,3
7673,9.6,0,3
7674,9.4,0,3
7675,9.1,0,1
7676,8.9,0,1
7677,8.7,0,1
7735,8.9,0,1
7736,9.7,28,3
7737,10.5,54,3
7738,11.6,103,3
7739,12.6,138,3
7740,13.3,131,3
7741,13.9,146,3
7742,14.0,88,3
7743,14.0,91,3
7744,13.4,11,3
7745,13.0,0,3
7746,12.7,0,3
7747,12.3,0,3
7748,11.9,0,3
7749,11.3,0,3
7759,8.2,0,1
7760,9.0,42,1
7761,10.2,115,3
7762,11.3,169,0
7763,12.2,196,0
7764,12.8,198,0
7765,13.2,199,0
7766,13.2,141,3
7767,12.9,81,3
7768,12.1,3,3
7769,11.3,0,3
7770,10.6,0,3
7771,9.8,0,3
7772,9.0,0,1
7773,8.3,0,1
7783,2.6,0,2
7784,4.1,75,1
7785,6.3,199,5
7786,8.6,315,5
7787,10.4,380,0
7788,11.8,400,0
7789,12.6,368,0
7790,12.7,282,0
7791,11.9,160,3
7792,10.2,17,3
7793,9.8,0,3
7794,9.4,0,3
7795,9.0,0,1
7796,8.6,0,1
7797,8.2,0,1
7807,7.2,0,1
7808,7.7,21,1
7809,8.4,56,1
7810,9.1,86,1
7811,9.7,107,3
7812,10.1,109,3
7813,10.4,99,3
7814,10.4,75,3
7815,10.2,41,3
7816,9.7,3,3
7817,9.3,0,1
7818,8.7,0,1
7819,7.8,0,1
7820,8.4,0,1
7821,8.2,0,1
7831,6.6,0,1
7832,7.2,30,1
7833,8.3,101,1
7834,10.2,239,0
7835,12.2,350,0
7836,13.1,276,0
7837,12.4,78,3
7838,11.9,87,3
7839,11.4,60,3
7840,10.8,40,3
7841,10.2,0,3
7842,9.7,0,3
7843,9.1,0,1
7844,8.5,0,1
7845,8.0,0,1
7903,4.2,0,1
7904,4.8,40,1
7905,6.8,219,5
7906,8.0,259,5
7907,9.8,426,4
7908,8.9,81,1
7909,8.9,170,5
7910,8.0,23,1
7911,7.3,13,1
7912,6.6,3,1
7913,6.3,0,1
7914,6.0,0,1
7915,5.7,0,1
7916,5.4,0,1
7917,5.1,0,1
7927,2.7,0,2
7928,3.4,33,1
7929,4.6,107,1
7930,5.8,158,5
7931,6.7,184,5
7932,7.4,207,5
7933,7.8,181,5
7934,7.8,132,1
7935,7.3,61,1
7936,6.5,3,1
7937,6.1,0,1
7938,5.6,0,1
7939,5.1,0,1
7940,4.6,0,1
7941,4.1,0,1
7951,0.8,0,2
7952,1.2,25,2
7953,2.0,75,2
7954,2.7,116,2
7955,3.4,150,1
7956,3.9,165,5
7957,4.2,148,1
7958,4.3,110,1
7959,4.0,58,1
7960,3.4,3,1
7961,2.9,0,2
7962,2.5,0,2
7963,2.0,0,2
7964,1.6,0,2
7965,1.1,0,2
7975,-1.7,0,2
7976,-1.1,42,2
7977,0.1,153,2
7978,1.9,317,5
7979,2.8,295,5
7980,3.3,268,5
7981,3.0,138,2
7982,2.0,21,2
7983,1.2,12,2
7984,0.5,2,2
7985,0.3,0,2
7986,0.2,0,2
7987,0.0,0,2
7988,-0.2,0,2
7989,-0.3,0,2
7999,-0.9,0,2
8000,-0.5,9,2
8001,0.7,67,2
8002,1.9,123,2
8003,2.7,141,2
8004,3.1,135,2
8005,3.3,124,1
8006,3.3,103,1
8007,2.9,58,2
8008,2.2,3,2
8009,2.2,0,2
8010,1.7,0,2
8011,2.1,0,2
8012,2.0,0,2
8013,2.0,0,2
8071,4.0,0,1
8072,4.4,4,1
8073,5.1,20,1
8074,5.8,32,1
8075,6.3,43,1
8076,6.5,42,1
8077,7.0,38,1
8078,7.0,29,1
8079,6.9,15,1
8080,6.5,2,1
8081,6.5,0,1
8082,6.4,0,1
8083,6.4,0,1
8084,6.4,0,1
8085,6.3,0,1
8095,3.5,0,1
8096,3.7,6,1
8097,3.9,16,1
8098,4.0,25,1
8099,4.2,31,1
8100,4.2,30,1
8101,5.8,280,5
8102,6.5,201,5
8103,6.7,119,1
8104,6.1,7,1
8105,5.6,0,1
8106,5.2,0,1
8107,4.7,0,1
8108,4.3,0,1
8109,3.9,0,1
8119,0.8,0,2
8120,0.9,5,2
8121,1.5,42,2
8122,2.1,72,2
8123,2.5,91,2
8124,2.7,96,2
8125,2.8,85,2
8126,2.8,64,2
8127,2.5,35,2
8128,2.1,2,2
8129,1.6,0,2
8130,1.6,0,2
8131,1.3,0,2
8132,1.0,0,2
8133,0.8,0,2
8143,-0.3,0,2
8144,-0.1,5,2
8145,0.9,47,2
8146,1.7,82,2
8147,2.4,101,2
8148,2.9,110,2
8149,3.1,94,1
8150,3.1,71,1
8151,2.8,41,2
8152,2.2,2,2
8153,1.8,0,2
8154,1.5,0,2
8155,1.2,0,2
8156,0.8,0,2
8157,0.5,0,2
8167,-2.3,0,2
8168,-1.7,14,2
8169,0.8,126,2
8170,2.9,209,5
8171,5.0,306,5
8172,6.8,360,5
8173,7.5,301,5
8174,7.4,210,5
8175,6.4,112,1
8176,4.7,7,1
8177,4.3,0,1
8178,3.8,0,1
8179,3.4,0,1
8180,2.9,0,2
8181,2.5,0,2
8239,1.4,0,2
8240,1.7,5,2
8241,2.8,48,2
8242,3.8,83,1
8243,4.6,104,1
8244,5.1,110,1
8245,5.4,100,1
8246,5.4,73,1
8247,5.1,39,1
8248,4.5,2,1
8249,4.2,0,1
8250,3.8,0,1
8251,3.5,0,1
8252,3.1,0,1
8253,2.8,0,2
8263,-2.6,0,2
8264,-2.5,9,2
8265,-1.5,74,2
8266,-0.4,144,2
8267,0.3,180,2
8268,0.8,187,2
8269,1.0,185,2
8270,0.9,129,2
8271,0.3,70,2
8272,-0.6,2,2
8273,-0.5,0,2
8274,-0.4,0,2
8275,-0.3,0,2
8276,-0.1,0,2
8277,0.0,0,2
8287,2.8,0,2
8288,3.1,3,1
8289,3.8,14,1
8290,4.4,25,1
8291,4.9,32,1
8292,5.2,32,1
8293,5.5,31,1
8294,5.6,26,1
8295,5.4,13,1
8296,5.1,2,1
8297,5.0,0,1
8298,5.1,0,1
8299,5.1,0,1
8300,5.1,0,1
8301,5.1,0,1
8311,-1.1,0,2
8312,-0.9,11,2
8313,1.3,135,2
8314,3.1,235,5
8315,4.7,312,5
8316,5.7,320,5
8317,6.0,275,5
8318,5.8,213,5
8319,4.9,116,1
8320,3.4,4,1
8321,3.1,0,1
8322,2.7,0,2
8323,2.4,0,2
8324,2.1,0,2
8325,1.7,0,2
8335,2.3,0,2
8336,2.5,2,2
8337,3.7,40,1
8338,6.0,140,1
8339,7.3,142,1
8340,7.8,125,1
8341,9.1,217,5
8342,9.9,200,0
8343,10.1,139,3
8344,9.0,22,1
8345,8.9,0,1
8346,8.8,0,1
8347,8.7,0,1
8348,8.7,0,1
8349,8.6,0,1
8407,2.7,0,2
8408,3.3,17,1
8409,5.0,114,1
8410,5.6,118,1
8411,7.2,266,5
8412,8.3,296,5
8413,8.7,233,5
8414,8.7,200,5
8415,8.1,105,1
8416,6.8,4,1
8417,6.4,0,1
8418,6.1,0,1
8419,5.7,0,1
8420,5.3,0,1
8421,4.9,0,1
8431,5.2,0,1
8432,5.6,8,1
8433,8.1,123,1
8434,10.4,230,0
8435,12.3,308,0
8436,13.9,346,0
8437,13.0,307,0
8438,13.0,231,0
8439,13.0,123,3
8440,12.9,8,3
8441,12.8,0,3
8442,12.8,0,3
8443,12.8,0,3
8444,12.8,0,3
8445,12.8,0,3
8455,9.0,0,1
8456,9.1,2,1
8457,8.8,12,1
8458,7.1,22,1
8459,8.4,31,1
8460,8.5,33,1
8461,8.4,29,1
8462,8.7,21,1
8463,8.7,11,1
8464,8.8,2,1
8465,8.4,0,1
8466,7.3,0,1
8467,7.7,0,1
8468,7.0,0,1
8469,7.0,0,1
8479,6.4,0,1
8480,6.7,5,1
8481,7.4,37,1
8482,8.5,89,1
8483,9.1,92,1
8484,9.5,95,3
8485,9.7,86,3
8486,9.6,59,3
8487,9.3,28,3
8488,8.8,4,1
8489,8.5,0,1
8490,8.2,0,1
8491,7.9,0,1
8492,7.6,0,1
8493,7.3,0,1
8503,-1.7,0,2
8504,-1.8,2,2
8505,-1.0,71,2
8506,0.2,186,2
8507,1.0,222,5
8508,1.8,292,5
8509,2.2,283,5
8510,2.0,181,2
8511,1.3,103,2
8512,0.2,8,2
8513,0.2,0,2
8514,0.3,0,2
8515,0.3,0,2
8516,0.3,0,2
8517,0.3,0,2
8575,-2.9,0,2
8576,-2.8,3,2
8577,-1.6,65,2
8578,-0.2,139,2
8579,0.7,167,2
8580,1.5,187,2
8581,1.7,156,2
8582,1.6,104,2
8583,1.0,58,2
8584,0.2,3,2
8585,-0.1,0,2
8586,-0.5,0,2
8587,-0.8,0,2
8588,-1.1,0,2
8589,-1.5,0,2
8599,-3.8,0,2
8600,-3.8,2,2
8601,-3.7,12,2
8602,-3.7,22,2
8603,-3.6,29,2
8604,-3.6,30,2
8605,-3.6,30,2
8606,-3.7,23,2
8607,-3.7,14,2
8608,-3.8,3,2
8609,-3.9,0,2
8610,-4.2,0,2
8611,-4.6,0,2
8612,-4.5,0,2
8613,-4.6,0,2
8623,-6.0,0,2
8624,-5.7,5,2
8625,-3.6,101,2
8626,-1.6,185,2
8627,0.1,251,5
8628,1.4,279,5
8629,1.9,239,5
8630,1.9,170,2
8631,1.0,87,2
8632,-0.3,3,2
8633,-0.7,0,2
8634,-1.0,0,2
8635,-1.4,0,2
8636,-1.8,0,2
8637,-2.1,0,2
8647,-4.8,0,2
8648,-4.8,2,2
8649,-2.9,81,2
8650,-2.2,89,2
8651,-1.3,134,2
8652,1.1,325,5
8653,2.3,283,5
8654,3.1,268,5
8655,2.9,151,2
8656,1.6,20,2
8657,1.2,0,2
8658,0.7,0,2
8659,0.2,0,2
8660,-0.2,0,2
8661,-0.7,0,2
8671,-4.2,0,2
8672,-3.9,6,2
8673,-1.6,114,2
8674,0.8,222,5
8675,2.9,301,5
8676,4.5,334,5
8677,5.3,318,5
8678,5.5,244,5
8679,4.6,130,1
8680,2.9,13,2
8681,2.7,0,2
8682,2.4,0,2
8683,2.2,0,2
8684,1.9,0,2
8685,1.7,0,2
8743,3.9,0,1
8744,3.9,2,1
8745,4.2,23,1
8746,4.5,51,1
8747,4.8,71,1
8748,5.0,80,1
8749,5.1,71,1
8750,5.1,52,1
8751,4.9,25,1
8752,4.3,3,1
8753,4.3,0,1
8754,3.9,0,1
8755,3.7,0,1
8756,3.3,0,1
8757,3.0,0,2
