BI,BS,CE,CH,CM,GC,GR,MA,ME,PH,BC,CO,BP,TCV,IN,ODY,AASG,EL,PO,CRPPhb,MX,BM,DIA,AI
81.11988784611653,122.15062807196418,218.51369794168028,748.5870240900856,293.4510963459529,291.2609676665056,142.16646496204243,0.0,112.11392410583946,725.5491137841159,0.0,55.76588650142922,75.13923494667146,0.0,229.9090241990476,72.47622267947452,325.4426107082547,454.6907237424157,21.653140859650684,185.37546496258526,668.8686392996768,544.4184106363192,36.51036985487918,690.464961481005
118.46295170482944,178.8534778537558,328.5732346601438,1090.061078466835,429.7662924516938,453.02971191614154,213.00314577613966,0.0,233.59742372475984,1046.0396808071805,0.0,109.69821771105637,126.60626737716863,0.0,369.4575072112853,100.16593962933857,467.24730236559066,641.2293169888428,28.533605415062794,285.0175159014055,946.0766967009105,769.8794700527702,47.567825472536775,980.8800782691798
145.47319891008812,230.64480563355144,420.1534261675291,1298.8423395800721,535.5492164199289,596.1955342743449,269.59467989488064,2.7753070336249657,339.48514288807917,1229.173090600165,81.03028923443053,169.65123441206936,179.5030070866525,0.0,497.9321924157438,121.729411357999,572.7471837018845,771.8086508557466,32.63676541586314,355.5398059200513,1118.7471062232162,906.1114349789881,53.22205564489172,1133.1187658061358
173.37719315463607,283.4438076964264,514.4943391019735,1516.9507253101995,644.4141726631673,743.9128285148263,328.0047833333338,112.31758046983927,451.6725886352912,1420.899882937673,166.61397332772972,231.78996098655605,234.05545680691029,35.74987738064746,630.7249602609576,143.57534508192683,681.0773886396767,905.6933377000692,36.7574085392529,429.324383424227,1297.2573698510887,1047.2292189303623,58.89185594889603,1292.7489155911994
180.5107385013638,293.18057653414996,535.5038208626369,1585.8668775482652,669.8465828091065,775.7236058591104,341.68525699640367,148.0836749315625,482.3299388836138,1485.5386451401682,180.60592778370716,243.63837973124623,244.47028423906337,48.951034586734956,658.9518053680815,147.93748291628287,706.7745408023479,938.7343254066577,37.75085201328661,450.44711672672906,1349.0784384278045,1089.8034609011802,60.48352773129838,1350.7541326622293
187.64428384809278,302.91734537187523,556.5133026233043,1654.783029786344,695.2789929550504,807.5343832034004,355.3657306594761,183.8497693932925,512.9872891319422,1550.1774073426752,194.59788223968727,255.48679847593877,254.88511167121848,62.15219179282489,687.1786504752108,152.29962075063978,732.4716929650242,971.7753131132527,38.74429548732051,471.5698500292352,1400.8995070045296,1132.3777028720062,62.07519951370104,1408.7593497332693
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340.4567717206746,496.7831538647001,994.4125942924157,3182.550500754157,1230.7017604090377,1465.6901150182396,643.5276266855128,980.3818889875384,1177.4527163423559,2995.9659241352933,463.4770443645372,493.50801343365094,464.17495689887977,352.86918900360956,1269.4659586772495,240.96117883041572,1275.1360094816741,1674.9289815026375,59.79088703945527,932.8945161885304,2535.1896473203237,2069.807382181523,96.72775103056252,2718.594699081178
327.6383947809283,468.27873331170366,947.7649965191974,3097.191717334738,1178.0024488932766,1391.7076019743631,615.3977939735282,942.6756271234196,1129.715508565325,2925.289065453313,416.8306051519893,461.0206404060362,435.4914554766955,336.59117558824937,1202.7359851917265,229.41407086407068,1222.9309546243028,1611.5739714416763,57.761125238063,901.8790727783282,2459.5083823736554,2011.7808452047802,94.15596927779498,2664.131998341913
227.07006812022306,310.52816392026347,644.9787962817347,2195.580435754022,807.4499578597516,941.4873840152281,421.6710503469579,676.7492417447224,788.0804796951185,2085.9554506597715,257.2405530321415,303.5845912742208,288.13704378452195,238.66276037442987,811.1898488944237,154.62602340868935,840.3763370849814,1113.2145827996937,39.90660399688763,633.0030313455022,1728.5646192099764,1419.2526425367919,65.96748397463782,1911.254281284172
159.9950529024414,211.19757066149427,448.29657940321283,1573.5966997026583,564.0988607085852,651.7124810585277,294.6529800632277,494.876624789536,560.2375647287024,1501.2038352984493,166.27460355649487,206.1249533013203,196.10885485726823,173.1819185971038,560.4542409870916,106.39965728284076,587.9854275689083,781.6686517787224,27.9550772506303,450.7849813682117,1230.054094823041,1012.8183454907665,46.690555745396296,1381.0986703864564
98.8536602540758,124.76735690930622,273.4632425651411,992.0735455584766,345.0054695745419,397.19904246216765,180.84592324321773,340.53238959335073,358.5007939576636,949.7561896406593,100.17740047441004,124.91323518808619,117.98517822969623,119.1202707244188,341.9736234777536,63.102477169087116,359.1499027256481,478.0969742046895,16.76833072626626,283.90263867134985,765.4156540683379,632.4150094815261,28.300192271420407,876.1100123672152
82.63002919010567,126.18141434772073,250.11528933929623,752.113360068504,302.6947645005707,376.8676058543342,160.43559331038213,304.7437355372596,314.73103017543,698.5668178246227,156.48747639904573,138.4280922774482,125.40301608971721,113.46570792982553,331.6519202610627,57.654148490563486,308.6995747320231,397.848582091365,13.192566170053993,229.6841527138876,592.4541271448088,481.5783701388652,20.65564148140818,622.6563780420956
67.18304528276698,93.38724136780597,192.71484691025225,644.2128659519782,239.92840193070296,282.8376290964921,125.62942270375866,209.181704606351,237.28862897555658,610.0810999889023,84.24394364377478,93.38897800672436,87.82186001348694,74.54939182197245,244.61771775659955,45.83203039643121,248.86507422531727,328.23594891761405,11.614330861979257,187.40033172193344,506.84578993028254,415.59556593165814,19.058863457846734,556.7986023889546
45.924051225149945,48.70777096556798,116.45002985584864,493.74164268186365,154.07569058992266,161.14403440576908,79.2377250326321,121.4643576690366,148.68181044683593,483.41683267332786,4.168186431712937,39.099294358683665,40.79502655897694,38.3518340696434,134.09598334879976,28.195684444282026,164.61273956344118,226.62019292438288,8.645667692818336,132.72351485513425,380.5080546668946,317.67971487943083,15.355364310130444,457.5211209053443
136.5621343121927,191.81220118519315,385.440839142351,1303.8348643518557,488.1566314206682,554.5315086737137,251.45459559801753,270.6688397294416,420.0483228091723,1241.9475040675052,113.53657619082654,167.72098983859192,166.02473440995266,91.26392840631586,471.4347116950852,98.89722784601854,514.1341996598646,687.8487839750188,26.343035112275125,366.991817663244,1053.1312396148503,862.6078602260354,43.671915555094564,1144.8006416997403
227.15797208388568,326.4360897158755,649.1693325781102,2142.688118469259,816.9015829500981,939.8110406834451,421.83823296937624,471.6382494234773,709.7439304243275,2032.7660137963653,219.38594676762634,292.80578647424784,286.58520946963006,162.24966215228778,802.4205212549638,165.66433716414846,857.3719597528531,1141.6213184590563,43.27859709194708,609.1262954853814,1733.2897307218154,1416.9468267138805,71.14628785075688,1865.1703143398324
261.98777290665765,389.67869664972517,763.3082949250822,2424.472826135314,950.9452488036632,1115.7715642310607,493.042416391721,586.9548499085223,840.221863610755,2284.939539907738,309.56554534876193,363.17540724203815,349.611855145178,207.6564597366252,958.970662498837,192.97766265249172,992.4673356922452,1311.4781167301062,48.86300882508277,700.5444498609706,1965.1578929763627,1601.490720502452,79.21936142413394,2080.537311299756
292.2696156001158,445.72328832517576,864.652368446417,2665.553262611472,1068.287675095551,1274.0924509196404,556.0126777178659,708.4191548319825,962.6284261074118,2498.2125863127526,399.813214260722,429.26360673142307,407.63591400948815,255.7691641488051,1101.1723787130957,216.27764232120543,1109.3632580175974,1456.376466143296,53.314799773150575,781.3699384659828,2160.941846129814,1756.7999184441046,85.41971898893925,2259.502533441837
304.15885784466377,461.95123638805075,899.6681713808614,2780.4135163415995,1110.67502533879,1327.110413160122,578.8134671563192,768.0293122681968,1013.7240098546238,2605.943856650261,423.1331383540211,449.0109713059098,424.99395972974594,277.7710928256209,1148.2171205583093,223.5478720451333,1152.1918449553898,1511.4447789876185,54.97053889654034,816.5744939701586,2247.3102937576864,1827.7569883954786,88.07250529294356,2356.1778952269005
318.42594853812056,481.4247740634995,941.6871349021923,2918.2458208177445,1161.5398456306727,1390.7319678486963,606.1744144824615,839.56150119165,1075.0387103512749,2735.221381055263,451.11704726597867,472.7078087952925,445.8236145940541,304.1734072377982,1204.6708107725628,232.27214771384624,1203.5861492807376,1577.5267544008022,56.95742584460795,858.8199605751668,2350.9524309111275,1912.9054723371225,91.25584885774857,2472.1883293689702
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349.9681655163124,509.76551231499934,1022.4252366399697,3274.4387037382526,1264.6116406036263,1508.104484810622,661.7682582362743,1028.0700149365068,1218.329183340123,3082.150940405295,482.1329836391757,509.3059050932394,478.0613934750853,370.47073194506123,1307.101752153418,246.77736260955768,1309.3988790319058,1718.983631778093,61.115478338167016,961.0581605918693,2604.284405422618,2126.573038142619,98.84998007376583,2795.934988509225
328.53214182021765,469.286407594783,950.5257179462567,3106.518841951628,1181.0844811682798,1396.2590738566416,617.2163632932405,953.3603028144804,1136.0152351492175,2933.882447997835,420.5097511518253,463.2063502795099,437.14716548746935,340.6284587005706,1207.0540678324821,229.6965328593382,1225.7612782258009,1614.8793244190954,57.77860836065243,905.1413602638584,2465.348236479222,2016.6666642299365,94.17153940944435,2671.523460590021
223.39942606260598,306.01319751802544,633.8683392273314,2158.502444483907,794.606902518971,923.7982213245053,414.38761667583117,643.870310807408,766.5683731663979,2051.540055344197,245.54655582007976,295.85161962618025,281.959314330012,226.3088426221006,794.8416904866237,152.9975814565402,828.0617704231053,1098.1596508064627,39.6450448277267,620.697086478703,1703.4224999465887,1398.3914554845644,65.57744882692153,1881.1174878005613
133.74306606397965,175.01181565325345,371.1942416012787,1321.1346486938587,470.331763932706,535.5896889678744,244.48208690635997,373.5940502568106,451.51408029170125,1264.1531754184816,117.99335733852628,163.6906190833099,158.36626486129185,128.57289020507153,457.879981082857,89.9065579191224,492.7692640498955,658.6848434376744,24.12082450037008,374.0781643343556,1038.2608072006262,855.394880646162,40.52667125546882,1167.8419299681648
60.808085071521724,72.83792310810566,161.41267317491753,624.5207336220643,209.36594879617704,227.54156329262443,107.8833970401664,149.77988579746219,194.9949259665827,605.0161245606291,25.553643375851504,61.721668549727795,62.4394319248705,48.714098958607416,191.43044957306714,39.837742052517626,222.0984245247114,301.8783731028545,11.469965531418922,171.2480610579864,489.0366216591421,405.3523856371257,19.811276098606466,566.7488546550068
51.797222287143875,86.14839322724232,158.06548340006947,447.545348475578,193.77873205479608,233.90318147670746,100.29461626803395,90.18624330936233,158.4552502029672,414.3990819308051,77.3918734264535,80.43781629481204,76.99613397440896,33.36837098064768,202.09360328932735,41.352587051640384,201.39308430029655,263.1026526668705,9.932849621360768,132.43353674594633,374.7811018855715,301.89558898640445,15.553262441320818,370.74490097819955
28.131638192874263,41.64123858669068,76.75969509098486,261.8625918990399,101.46807458247063,104.54440516910667,49.97108989408397,0.0,51.42937178460229,252.59748907315185,0.0,23.38430909764211,28.234661632430885,0.0,84.36281734744983,23.888681185729464,111.04456351767463,153.47663864202798,6.960434359057201,67.25110511661578,227.94643630656066,185.81690188005055,11.693733261471333,238.34855702360522
51.60342519234572,63.39239203604053,128.9794851795414,525.978982804901,177.73219698655123,167.98197548997229,86.71344294144176,0.0,92.77112103138002,518.7113958753519,0.0,25.62504124365654,37.62543365308008,0.0,131.03652649664505,40.29459978904917,197.7860235985905,280.1790466719121,12.931387116836646,129.4221531399965,443.0869335932775,366.2170319148631,22.628246501323968,499.64774870313136
118.79927839443778,170.46761022041844,331.3702716031009,1122.762709513519,426.2547602154034,467.5863439036346,215.96044649064888,96.82686514798645,310.10745374722245,1074.2300164680798,52.372282949502754,128.634184766337,135.29627625990543,25.820159155389412,390.4667027436157,91.64414003952264,455.466436535043,616.9770806228856,25.33142084596945,305.9784294590204,933.0146246123462,762.7217009048557,42.22115681401505,998.6688221424785
194.55410206993616,282.712345456155,552.6743734405869,1825.1667023396474,701.0453340084186,792.3446702552217,358.9281981822398,285.42271688024164,560.609159706916,1735.5198109672292,148.37326533808192,236.08135098777092,237.69775998681806,93.17486667095766,670.5438550206526,146.6954098624767,741.3502587674591,993.6665191925068,39.13033580475726,510.3266711281287,1498.8347615192934,1224.0047177415634,64.54565781816437,1599.6023936935849
223.94219772410364,337.7492628485246,651.2577255348587,2056.9200141989018,815.3057280252984,946.1140850615176,420.07989018866976,396.20234611263385,676.7159956196742,1940.1994748277082,234.94178825020336,299.9838406036799,294.06610884035234,137.2502879708137,808.4274885941508,169.71292753592218,855.4158574913085,1135.2595156282712,43.56464363023545,587.8898722476071,1688.778860567167,1374.4280966580516,70.73044525131999,1771.1761535875476
251.8461919686516,390.54826491139954,745.5986384693031,2275.028399929029,924.1706842685369,1093.831379301999,478.48999362712306,505.7446195488484,788.9034413668862,2131.9262671652164,320.52547234350243,362.1225671781665,348.6185585606101,180.9626066476295,941.2202564393644,191.55886125985006,963.7460624291006,1269.144202472594,47.68528675362521,661.6744497517827,1867.2891241950397,1515.5458806094252,76.4002455553243,1930.8063033726112
261.35758576429083,403.5306233617006,773.6112808168609,2366.916602913139,958.0805644631306,1136.2457490943877,496.730625177887,553.4327454978239,829.7799083646591,2218.11128343523,339.18141161814344,377.9204588377572,362.5049951368175,198.56414958908363,978.8560499155387,197.37504503899282,998.008931979337,1313.1988527480557,49.009878052337136,689.8380941551255,1936.3838822973435,1572.3115365705298,78.52247459852795,2008.146592800669
273.2468280088388,419.75857142457545,808.6270837513052,2481.776856643266,1000.4679147063688,1189.263711334869,519.5314146163403,613.0429029340381,880.8754921118713,2325.8425537727376,362.5013357114427,397.6678234122439,379.8630408570753,220.56607826589945,1025.9007917607526,204.6452747629207,1040.8375189171293,1368.2671655923784,50.6656171757269,725.042649659301,2022.7523299252164,1643.268606521904,81.17526090253227,2104.8219545857323
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383.2580438010476,555.2037668910502,1120.4694848564163,3596.047414182617,1383.296221284697,1656.554779083974,725.6104686639449,1194.9784557579112,1361.3968178323203,3383.7984973503244,547.428771100415,564.5985259018036,526.6639214918083,432.07613224014676,1438.8270293200203,267.1340058365562,1429.318922457727,1873.1749077422005,65.75154788365847,1059.630916003563,2846.1160587806658,2325.252834006472,106.27778172497813,3066.62600150741
368.0618184123911,523.4537567254782,1066.8187264963076,3487.716580017168,1322.1194397202864,1571.9686735919986,692.9204780642688,1145.350162406547,1303.440493305845,3291.5753846008374,496.11834706920604,528.1616799592904,494.50881092557154,411.39773308942245,1362.688107465452,254.13285192542529,1368.548150212795,1798.8062351123724,63.39063825758817,1021.5745614925245,2753.1611043084195,2253.034883039452,103.17544271140962,2992.828228411127
262.737794853867,359.2120081088882,750.0262050850678,2540.161196944404,934.6120085894669,1100.5412707366727,490.07341866231747,855.5797140533656,941.3672309367547,2409.1492616722962,327.20032531203935,362.82668499768107,340.2111809452953,304.66854640487696,952.3240744300651,176.4367125804729,968.8620978983575,1278.419521332662,44.87382136705694,738.6166978580289,1987.669962093594,1632.1238523909146,73.92584288665077,2201.280366639363
203.57798715405568,271.81696327409014,575.970330392292,1990.9504002483873,720.0365795643883,843.0443441309826,377.67715407446354,680.3063280111288,734.4277301865847,1893.4796277668188,241.4868495367768,274.7737832456989,257.8677873955161,241.12425195043312,728.7397504069152,134.45879418538476,747.0599552412566,987.9845747993788,34.59517303193781,576.551307162354,1550.139893280001,1275.3193951588291,57.39551267954952,1734.8240096557731
152.3306039031532,200.30618505186587,429.4199212864023,1500.3934202983887,536.9127735879546,628.8783759733848,282.1473543742988,534.2111314561308,558.820227185854,1428.384458928836,181.9552385801723,205.32048540861268,191.85010498978727,189.48328823135049,544.1982377528051,98.97217373508163,556.4603889717108,735.8016278349567,25.499524521496518,434.8597885675116,1161.7270219919774,956.9533589170129,42.43839673324897,1309.459419029189
136.106972839183,201.72024249028036,406.0719680605574,1260.4332348084156,494.6020685139835,608.5469393655518,261.7370244414632,498.4224774000391,515.0504634036203,1177.1950871127992,238.26531450480806,218.83534249797484,199.26794284980832,183.8287254367573,533.8765345361144,93.52384505655803,506.0100609780859,655.5532357216324,21.923759965284265,380.6413026100496,988.7654950684478,806.1167195743521,34.79384594323674,1056.0057847040691
56.92285125107117,74.85535418509595,165.23792344926727,559.8695652448156,201.12295986417908,249.1580557253151,108.18362090946859,290.0830643397353,245.64702285555086,527.669460773029,105.20991221017525,91.30728935712573,80.32716080005198,106.40667414871207,220.69311754125334,33.92465297645933,203.60146327745414,262.9149740866383,7.903147639527948,170.15789450298576,418.387173367077,344.7989325883693,12.84748671649332,476.0172379455633
98.79420953630479,124.69173263479401,269.84870118851615,992.042871212431,344.4457410505903,386.72172151948416,178.74805602080977,274.8791083599089,331.64111767053043,953.5773148293173,73.1991181757666,114.29123116815273,111.66891154251952,93.29192437336314,329.22999851738194,65.27870092823926,362.0727189756105,486.5200538278379,17.934258401867154,278.1887620397706,776.3276770082408,641.2859781444956,30.46126250366317,885.1918987926514
175.9797260363169,247.17065561905295,500.5899866904171,1679.5622649177596,629.4528156778102,726.1568355335074,326.28147308213437,422.80716008166036,571.4199183498188,1595.4902773793103,176.72654535277258,228.04892712112235,221.0006377825985,146.7313097996359,621.675107464348,124.93739481324086,658.9823627416508,876.540338471964,32.61701682372557,479.192657385486,1344.2636403350891,1101.1458578534991,53.815174965147754,1464.4079841158139
252.32490408214542,360.6456319012047,723.3758062606712,2386.2840592561256,906.5567949694636,1052.4158105686301,470.17224402198974,601.9556919190327,819.5412878911653,2261.1395608569073,270.0332205603378,335.07414651050465,323.5623106320136,210.4118368259232,902.5250428289135,180.877786590445,947.7712551586258,1257.6327336556078,46.712113362012374,684.0572351843673,1915.6777585564712,1566.8486506301645,76.63909296679898,2069.8937035277113
288.1441058446638,425.38018238805074,840.3430613808613,2677.1653843415997,1044.1974193387896,1232.411081160122,543.2041531563192,718.0971962681967,952.6321478546239,2521.94833465026,360.86937835402125,406.6196093059098,387.7995557297459,256.06070282562087,1062.4690945583097,208.9721680451333,1086.6902269553898,1432.6284049876188,52.505634896540336,777.9944719701585,2155.168477757686,1757.5962743954785,85.05549129294357,2293.2231072269
