Hours,Temp,Irr,Type
3849,16.8,759,B
3850,18.6,881,B
3851,20.1,955,B
3852,21.3,983,B
3853,22.3,961,B
3854,22.8,890,B
3855,23.0,770,B
3856,22.9,616,B
3857,22.2,436,B
3858,21.1,252,B
3859,19.6,91,B
3860,18.2,1,B
3861,16.5,0,B
3862,14.8,0,B
3863,13.2,0,B
3864,12.3,0,B
3865,11.3,0,B
3866,10.8,0,B
3867,10.4,0,B
3868,10.3,0,B
3869,11.2,74,B
3870,12.6,219,B
3871,14.4,394,A
3872,16.3,567,B
3873,18.2,717,B
3874,20.0,836,B
3875,21.5,913,B
3876,22.8,937,B
3877,23.7,919,B
3878,24.3,845,B
3879,24.5,733,B
3880,24.4,586,B
3881,23.8,415,B
3882,22.7,238,B
3883,21.3,87,B
3884,19.9,1,B
3885,18.1,0,B
3886,16.3,0,B
3887,14.5,0,B
3888,13.3,0,B
3889,11.9,0,B
3890,11.2,0,B
3891,10.7,0,B
3892,10.5,0,B
3893,11.4,80,B
3894,12.9,235,B
3895,14.7,418,A
3896,16.7,598,B
3897,18.6,760,B
3898,20.4,882,B
3899,21.9,958,B
3900,23.2,986,B
3901,24.1,963,B
3902,24.7,889,B
3903,24.9,769,B
3904,24.7,613,B
3905,24.0,433,B
3906,22.9,250,B
3907,21.4,91,B
3908,20.0,1,B
3909,18.4,0,B
3910,16.9,0,B
3911,15.4,0,B
3912,14.6,0,B
3913,13.8,0,B
3914,13.3,0,B
3915,13.0,0,B
3916,12.9,0,B
3917,13.7,71,B
3918,15.1,206,B
3919,16.8,368,B
3920,18.6,527,B
3921,20.3,665,B
3922,22.0,772,B
3923,23.4,847,B
3924,24.6,874,B
3925,25.4,842,B
3926,26.0,786,B
3927,26.2,680,B
3928,26.1,548,B
3929,25.5,383,B
3930,24.5,220,B
3931,23.2,83,B
3932,21.9,1,B
3933,20.3,0,B
3934,18.8,0,B
3935,17.2,0,B
3936,16.1,0,B
3937,15.0,0,B
3938,14.4,0,B
3939,14.0,0,B
3940,13.9,1,B
3941,14.8,91,B
3942,16.2,268,B
3943,17.9,459,B
3944,19.7,641,B
3945,21.4,789,B
3946,22.9,915,B
3947,22.6,398,B
3948,22.3,404,B
3949,22.2,430,B
3950,22.0,421,B
3951,21.5,309,B
3952,20.9,236,B
3953,20.2,175,B
3954,19.4,95,B
3955,18.5,29,B
3956,17.7,1,B
3957,17.1,0,B
3958,16.5,0,B
3959,15.9,0,B
3960,15.8,0,B
3961,15.8,0,B
3962,15.9,0,B
3963,16.0,0,B
3964,16.0,0,B
3965,16.3,20,B
3966,16.7,58,B
3967,17.3,130,B
3968,17.9,164,B
3969,18.6,234,B
3970,19.3,319,B
3971,19.8,317,B
3972,20.1,251,B
3973,20.3,246,B
3974,20.1,184,B
3975,20.1,144,B
3976,18.9,89,B
3977,19.2,41,B
3978,19.2,21,B
3979,19.0,8,B
3980,18.7,1,B
3981,17.9,0,B
3982,17.1,0,B
3983,16.3,0,B
3984,15.2,0,B
3985,14.0,0,B
3986,13.4,0,B
3987,13.0,0,B
3988,12.9,0,B
3989,13.5,62,B
3990,14.8,196,B
3991,16.2,329,B
3992,17.7,479,B
3993,19.3,620,B
3994,20.7,690,B
3995,21.8,746,B
3996,22.8,776,B
3997,23.5,751,B
3998,23.9,703,B
3999,24.1,620,B
4000,24.0,510,B
4001,23.4,344,B
4002,22.5,198,B
4003,21.4,76,B
4004,20.2,1,B
4005,19.1,0,B
4006,17.9,0,B
4007,16.8,0,B
4008,16.3,0,B
4009,15.7,0,B
4010,15.4,0,B
4011,15.2,0,B
4012,15.2,1,B
4013,15.8,57,B
4014,16.8,153,B
4015,18.0,280,B
4016,19.3,389,B
4017,20.5,475,B
4018,21.5,517,B
4019,22.1,503,B
4020,22.8,542,B
4021,23.2,516,B
4022,23.5,484,B
4023,23.5,397,B
4024,23.2,285,B
4025,22.7,233,B
4026,21.8,108,B
4027,21.2,35,B
4028,20.4,1,B
4029,19.3,0,B
4030,18.2,0,B
4031,17.2,0,B
4032,16.4,0,B
4033,15.6,0,B
4034,15.1,0,B
4035,14.8,0,B
4036,14.7,0,B
4037,15.5,70,B
4038,17.0,215,B
4039,18.6,371,B
4040,20.4,524,B
4041,22.1,665,B
4042,23.7,756,B
4043,25.0,818,B
4044,26.1,824,B
4045,26.8,810,B
4046,27.3,762,B
4047,27.5,657,B
4048,27.4,537,B
4049,26.8,384,B
4050,25.9,228,B
4051,24.6,85,B
4052,23.3,2,B
4053,22.2,0,B
4054,21.1,0,B
4055,20.0,0,B
4056,19.5,0,B
4057,19.0,0,B
4058,18.7,0,B
4059,18.6,0,B
4060,18.5,0,B
4061,19.3,62,B
4062,20.5,184,B
4063,22.1,335,B
4064,23.7,482,B
4065,25.4,629,B
4066,27.0,737,B
4067,28.4,804,B
4068,29.6,832,B
4069,30.4,811,B
4070,31.0,733,O
4071,31.2,639,O
4072,31.1,509,O
4073,30.6,355,B
4074,29.7,202,B
4075,28.6,72,B
4076,27.5,1,B
4077,25.7,0,B
4078,24.0,0,B
4079,22.3,0,B
4080,20.8,0,B
4081,19.2,0,B
4082,18.3,0,B
4083,17.8,0,B
4084,17.7,0,B
4085,18.5,77,B
4086,19.8,229,B
4087,21.5,411,B
4088,23.2,590,B
4089,24.9,745,B
4090,26.5,867,B
4091,27.9,944,B
4092,29.1,972,B
4093,29.9,949,B
4094,30.4,877,B
4095,30.7,761,B
4096,30.6,608,B
4097,30.0,432,B
4098,29.1,252,B
4099,27.9,94,B
4100,26.6,1,B
4101,24.8,0,B
4102,23.0,0,B
4103,21.1,0,B
4104,19.7,0,B
4105,18.1,0,B
4106,17.3,0,B
4107,16.7,0,B
4108,16.6,0,B
4109,17.4,75,B
4110,18.7,222,B
4111,20.4,396,B
4112,22.2,567,B
4113,24.0,721,B
4114,25.6,843,B
4115,27.1,918,B
4116,28.2,941,B
4117,29.1,917,B
4118,29.6,846,B
4119,29.8,734,B
4120,29.6,586,B
4121,29.0,417,B
4122,27.9,243,B
4123,26.6,92,B
4124,25.2,1,B
4125,23.8,0,B
4126,22.4,0,B
4127,20.9,0,B
4128,20.3,0,B
4129,19.7,0,B
4130,19.3,0,B
4131,19.0,0,B
4132,18.9,0,B
4133,19.4,44,B
4134,20.0,118,B
4135,21.7,331,B
4136,22.9,387,B
4137,24.0,477,B
4138,24.8,467,B
4139,25.5,505,B
4140,25.8,448,B
4141,25.6,232,B
4142,25.6,366,B
4143,25.7,368,B
4144,25.6,325,B
4145,25.2,182,B
4146,24.5,110,B
4147,23.7,8,B
4148,23.0,1,B
4149,22.2,0,B
4150,21.2,0,B
4151,21.0,0,B
4152,19.9,0,B
4153,20.3,0,B
4154,20.6,0,B
4155,20.6,0,B
4156,20.5,0,B
4157,20.8,19,B
4158,21.5,84,B
4159,22.4,188,B
4160,23.0,205,B
4161,24.0,315,B
4162,24.2,193,B
4163,24.5,257,B
4164,24.7,205,B
4165,25.1,349,B
4166,25.6,373,B
4167,25.7,288,B
4168,25.4,169,B
4169,25.2,125,B
4170,24.8,22,B
4171,24.3,8,B
4172,24.0,1,B
4173,22.8,0,B
4174,21.6,0,B
4175,20.4,0,B
4176,19.2,0,B
4177,17.8,0,B
4178,17.1,0,B
4179,16.6,0,B
4180,16.5,1,B
4181,17.1,63,B
4182,18.2,174,B
4183,19.7,341,B
4184,21.3,489,B
4185,22.9,643,B
4186,24.2,691,B
4187,25.3,742,B
4188,26.1,709,B
4189,26.6,664,B
4190,26.7,576,B
4191,26.9,594,B
4192,26.8,513,B
4193,26.5,392,B
4194,25.7,238,B
4195,24.6,101,B
4196,23.5,3,B
4197,22.2,0,B
4198,20.9,0,B
4199,19.7,0,B
4200,19.2,0,B
4201,18.7,0,B
4202,18.4,0,B
4203,18.2,0,B
4204,18.2,0,B
4205,18.8,54,B
4206,20.0,169,B
4207,21.4,300,B
4208,23.0,439,B
4209,24.4,542,B
4210,25.8,632,B
4211,27.0,704,B
4212,28.0,712,B
4213,28.7,676,B
4214,29.1,623,B
4215,29.2,532,B
4216,29.2,439,B
4217,28.7,306,B
4218,27.8,174,B
4219,26.8,67,B
4220,25.7,1,B
4221,24.3,0,B
4222,22.9,0,B
4223,21.5,0,B
4224,20.4,0,B
4225,19.3,0,B
4226,18.7,0,B
4227,18.3,0,B
4228,18.2,0,B
4229,18.5,41,B
4230,19.5,182,B
4231,20.6,304,B
4232,21.6,408,B
4233,22.1,347,B
4234,22.7,448,B
4235,22.7,308,B
4236,22.4,208,B
4237,22.5,282,B
4238,22.2,262,B
4239,21.4,183,B
4240,21.5,77,B
4241,21.3,153,B
4242,21.0,76,B
4243,20.5,17,B
4244,20.0,1,B
4245,19.0,0,B
4246,17.9,0,B
4247,16.8,0,B
4248,16.3,0,B
4249,15.6,0,B
4250,15.3,0,B
4251,15.1,0,B
4252,15.1,1,B
4253,15.9,81,B
4254,16.9,175,B
4255,18.2,313,B
4256,19.7,495,B
4257,20.9,530,B
4258,21.9,578,B
4259,22.6,590,B
4260,23.2,585,B
4261,23.4,494,B
4262,23.4,377,B
4263,23.2,360,B
4264,22.7,215,B
4265,22.0,121,B
4266,20.8,32,B
4267,20.3,8,B
4268,19.5,1,B
4269,18.2,0,B
4270,16.8,0,B
4271,15.5,0,B
4272,14.4,0,B
4273,13.3,0,B
4274,12.6,0,B
4275,12.2,0,B
4276,12.1,0,B
4277,12.8,63,B
4278,14.1,195,B
4279,15.6,355,A
4280,17.4,523,B
4281,19.2,673,B
4282,20.8,777,B
4283,22.1,840,B
4284,23.2,845,B
4285,24.0,840,B
4286,24.5,779,B
4287,24.7,677,B
4288,24.6,547,B
4289,24.1,394,B
4290,23.1,228,B
4291,21.9,88,B
4292,20.5,1,B
4293,19.1,0,B
4294,17.6,0,B
4295,16.1,0,B
4296,15.3,0,B
4297,14.4,0,B
4298,13.9,0,B
4299,13.5,0,B
4300,13.4,0,B
4301,14.0,57,B
4302,15.2,173,B
4303,16.6,312,B
4304,18.0,440,B
4305,19.4,555,B
4306,20.7,637,B
4307,21.8,703,B
4308,22.8,744,B
4309,23.5,713,B
4310,23.9,664,B
4311,24.1,575,B
4312,24.0,459,B
4313,23.5,337,B
4314,22.7,198,B
4315,21.6,71,B
4316,20.5,1,B
4317,19.9,0,B
4318,19.4,0,B
4319,18.8,0,B
4320,18.9,0,B
4321,18.8,0,B
4322,18.8,0,B
4323,18.0,0,B
4324,17.0,0,B
4325,18.9,18,B
4326,19.4,50,B
4327,19.5,93,B
4328,20.1,127,B
4329,21.2,204,B
4330,21.9,262,B
4331,22.4,235,B
4332,22.6,195,B
4333,22.7,167,B
4334,22.7,174,B
4335,22.9,180,B
4336,22.9,141,B
4337,22.7,82,B
4338,22.4,63,B
4339,22.2,21,B
4340,21.8,1,B
4341,20.9,0,B
4342,19.7,0,B
4343,18.8,0,B
4344,18.1,0,B
4345,17.1,0,B
4346,16.0,0,B
4347,15.2,0,B
4348,15.6,0,B
4349,16.1,32,B
4350,16.7,104,B
4351,17.3,169,B
4352,18.1,247,B
4353,18.8,327,B
4354,19.7,425,B
4355,20.4,468,B
4356,21.1,489,B
4357,21.5,450,B
4358,21.8,438,B
4359,21.9,397,B
4360,21.9,304,B
4361,21.6,221,B
4362,21.1,123,B
4363,20.4,39,B
4364,19.7,1,B
4365,18.5,0,B
4366,17.3,0,B
4367,16.1,0,B
4368,15.3,0,B
4369,14.4,0,B
4370,13.9,0,B
4371,13.6,0,B
4372,13.5,0,B
4373,14.3,65,B
4374,15.7,204,B
4375,17.4,370,B
4376,19.3,534,B
4377,21.1,685,B
4378,22.9,802,B
4379,24.4,878,B
4380,25.6,901,B
4381,26.6,890,B
4382,27.2,828,B
4383,27.5,723,B
4384,27.4,577,B
4385,26.8,411,B
4386,25.7,243,B
4387,24.4,94,B
4388,23.0,2,B
4389,22.0,0,B
4390,21.1,0,B
4391,20.1,0,B
4392,19.8,0,B
4393,19.4,0,B
4394,18.7,0,B
4395,19.1,0,B
4396,19.1,0,B
4397,19.2,15,B
4398,19.6,40,B
4399,20.0,96,B
4400,20.2,132,B
4401,21.4,303,B
4402,22.1,200,B
4403,22.3,191,B
4404,22.8,277,B
4405,23.2,272,B
4406,23.3,302,B
4407,22.9,301,B
4408,23.8,268,B
4409,22.5,145,B
4410,21.8,144,B
4411,23.1,56,B
4412,22.2,1,B
4413,21.4,0,B
4414,20.0,0,B
4415,18.6,0,B
4416,16.8,0,B
4417,14.7,0,B
4418,13.6,0,B
4419,12.8,0,B
4420,12.7,0,B
4421,13.2,54,B
4422,14.2,177,B
4423,15.5,321,A
4424,16.8,465,B
4425,18.2,591,B
4426,19.4,679,B
4427,20.5,740,B
4428,21.3,765,B
4429,22.0,767,B
4430,22.3,701,B
4431,22.4,605,B
4432,22.3,478,B
4433,21.7,339,B
4434,20.9,200,B
4435,19.8,77,B
4436,18.7,1,B
4437,17.3,0,B
4438,16.0,0,B
4439,14.7,0,B
4440,14.3,0,B
4441,13.8,0,B
4442,13.6,0,B
4443,13.4,0,B
4444,13.4,0,B
4445,13.9,42,B
4446,14.9,142,B
4447,16.1,256,B
4448,17.3,354,B
4449,18.5,445,B
4450,19.7,523,B
4451,20.7,566,B
4452,21.4,579,B
4453,22.0,563,B
4454,22.4,523,B
4455,22.6,449,B
4456,22.2,317,B
4457,21.8,210,B
4458,21.2,139,B
4459,20.4,49,B
4460,19.5,1,B
4461,18.0,0,B
4462,16.5,0,B
4463,15.0,0,B
4464,13.7,0,B
4465,12.3,0,B
4466,11.5,0,B
4467,11.0,0,B
4468,10.9,0,B
4469,11.4,53,B
4470,12.5,176,B
4471,13.9,322,A
4472,15.3,455,A
4473,16.6,558,B
4474,17.9,658,B
4475,18.8,675,B
4476,19.7,714,B
4477,20.2,666,B
4478,20.6,651,B
4479,20.7,587,B
4480,20.6,458,B
4481,20.1,328,B
4482,19.3,192,B
4483,18.3,73,B
4484,17.2,1,B
4485,16.1,0,B
4486,15.0,0,B
4487,14.0,0,B
4488,13.7,0,B
4489,13.4,0,B
4490,13.2,0,B
4491,13.0,0,B
4492,13.0,0,B
4493,13.5,44,B
4494,14.6,146,B
4495,15.8,249,B
4496,17.1,375,B
4497,18.5,474,B
4498,19.6,526,B
4499,20.6,581,B
4500,21.5,610,B
4501,22.2,617,B
4502,22.7,588,B
4503,22.9,505,B
4504,22.9,403,B
4505,22.5,286,B
4506,21.8,168,B
4507,20.9,56,B
4508,19.9,1,B
4509,19.3,0,B
4510,18.7,0,B
4511,18.1,0,B
4512,17.9,0,B
4513,17.7,0,B
4514,17.5,0,B
4515,17.4,0,B
4516,17.4,0,B
4517,18.0,48,B
4518,19.2,175,B
4519,19.7,167,B
4520,20.4,229,B
4521,21.6,426,B
4522,22.8,542,B
4523,24.3,722,B
4524,24.3,290,B
4525,24.7,459,B
4526,24.8,398,B
4527,24.9,370,B
4528,24.1,101,B
4529,23.0,128,B
4530,22.7,22,B
4531,22.3,13,B
4532,21.7,1,B
4533,20.9,0,B
4534,20.2,0,B
4535,19.4,0,B
4536,18.8,0,B
4537,18.0,0,B
4538,17.6,0,B
4539,17.3,0,B
4540,17.2,0,B
4541,17.9,54,B
4542,19.2,184,B
4543,20.8,348,B
4544,22.6,507,B
4545,24.4,646,B
4546,26.1,757,B
4547,27.5,814,B
4548,28.7,841,B
4549,29.6,819,B
4550,30.1,744,B
4551,30.3,653,B
4552,30.2,520,B
4553,29.6,373,B
4554,28.6,215,B
4555,27.4,82,B
4556,26.1,1,B
4557,24.7,0,B
4558,23.2,0,B
4559,21.8,0,B
4560,20.8,0,B
4561,19.8,0,B
4562,19.3,0,B
4563,18.9,0,B
4564,18.8,0,B
4565,19.1,29,B
4566,19.7,91,B
4567,20.4,193,B
4568,21.5,288,B
4569,22.3,333,B
4570,23.1,391,B
4571,23.7,425,B
4572,24.3,471,B
4573,24.7,446,B
4574,25.0,414,B
4575,25.1,381,B
4576,25.1,298,B
4577,24.9,217,B
4578,24.0,128,B
4579,23.8,45,B
4580,23.1,1,B
4581,21.4,0,B
4582,19.7,0,B
4583,18.0,0,B
4584,16.6,0,B
4585,15.1,0,B
4586,14.3,0,B
4587,13.8,0,B
4588,13.7,0,B
4589,14.3,56,B
4590,15.5,196,B
4591,17.2,370,B
4592,19.1,543,B
4593,20.9,697,B
4594,22.6,822,B
4595,24.1,903,B
4596,25.4,939,B
4597,26.3,925,B
4598,26.9,860,B
4599,27.2,749,B
4600,27.1,602,B
4601,26.5,432,B
4602,25.5,255,B
4603,24.2,96,B
4604,22.7,1,B
4605,21.1,0,B
4606,19.4,0,B
4607,17.7,0,B
4608,16.7,0,B
4609,15.6,0,B
4610,15.0,0,B
4611,14.6,0,B
4612,14.5,0,B
4613,15.0,56,B
4614,16.4,213,B
4615,18.2,409,B
4616,20.2,602,B
4617,22.2,774,B
4618,23.8,835,B
4619,24.0,511,B
4620,24.2,545,B
4621,24.3,532,B
4622,24.3,511,B
4623,24.3,484,B
4624,23.9,356,B
4625,23.2,271,B
4626,22.4,159,B
4627,21.3,56,B
4628,20.2,1,B
4629,19.1,0,B
4630,18.0,0,B
4631,16.9,0,B
4632,16.5,0,B
4633,16.1,0,B
4634,15.9,0,B
4635,15.8,0,B
4636,15.8,0,B
4637,16.5,64,B
4638,18.0,230,B
4639,19.1,287,B
4640,20.4,423,B
4641,22.8,816,B
4642,25.0,962,B
4643,24.8,348,B
4644,24.6,321,B
4645,24.8,449,B
4646,25.1,564,B
4647,24.0,63,B
4648,23.4,214,B
4649,23.4,347,B
4650,22.5,53,B
4651,21.7,8,B
4652,20.9,1,B
4653,19.2,0,B
4654,17.6,0,B
4655,15.9,0,B
4656,14.4,0,B
4657,12.6,0,B
4658,11.6,0,B
4659,10.9,0,B
4660,10.7,0,B
4661,11.0,53,B
4662,11.9,195,B
4663,13.1,373,B
4664,14.4,553,B
4665,15.8,711,B
4666,17.0,833,B
4667,18.1,918,B
4668,18.9,949,B
4669,19.5,932,B
4670,19.9,862,B
4671,19.9,751,B
4672,19.7,601,B
4673,19.1,426,B
4674,18.1,245,B
4675,16.9,88,B
4676,15.6,1,B
4677,13.9,0,B
4678,12.2,0,B
4679,10.5,0,B
4680,10.4,0,B
4681,10.0,0,B
4682,9.8,0,B
4683,9.5,0,B
4684,9.2,0,B
4685,9.5,26,B
4686,10.9,192,B
4687,12.4,371,B
4688,13.9,548,B
4689,15.3,703,B
4690,16.6,826,B
4691,17.6,904,B
4692,18.5,935,B
4693,19.0,918,B
4694,19.3,849,B
4695,19.3,736,B
4696,19.0,587,B
4697,18.2,417,B
4698,17.2,240,B
4699,15.9,85,B
4700,14.6,1,B
4701,13.3,0,B
4702,12.0,0,B
4703,10.7,0,B
4704,10.5,0,B
4705,10.2,0,B
4706,10.0,0,B
4707,9.8,0,B
4708,9.7,0,B
4709,10.1,24,B
4710,11.9,187,B
4711,13.8,360,A
4712,15.7,534,A
4713,17.5,687,B
4714,19.1,809,B
4715,20.5,889,B
4716,21.6,917,B
4717,22.4,897,B
4718,22.8,832,B
4719,23.0,719,B
4720,22.7,575,B
4721,22.0,406,B
4722,20.8,230,B
4723,19.4,81,B
4724,18.0,0,B
4725,17.2,0,B
4726,16.4,0,B
4727,15.6,0,B
4728,15.3,0,B
4729,15.1,0,B
4730,14.9,0,B
4731,14.8,0,B
4732,14.7,0,B
4733,14.8,4,B
4734,15.5,73,B
4735,16.6,159,B
4736,17.8,276,B
4737,18.9,373,B
4738,20.0,445,B
4739,21.4,604,B
4740,22.0,495,B
4741,22.7,564,B
4742,23.0,473,B
4743,22.9,423,B
4744,23.1,355,B
4745,22.9,310,B
4746,22.3,155,B
4747,21.5,59,B
4748,20.6,1,B
4749,19.8,0,B
4750,19.0,0,B
4751,18.3,0,B
4752,17.7,0,B
4753,17.0,0,B
4754,16.6,0,B
4755,16.3,0,B
4756,16.0,0,B
4757,16.4,19,B
4758,18.0,163,B
4759,19.7,315,B
4760,21.4,467,B
4761,23.0,608,B
4762,24.6,719,B
4763,25.9,794,B
4764,26.9,818,B
4765,27.7,822,B
4766,28.1,739,B
4767,28.3,655,B
4768,28.1,531,B
4769,27.5,378,B
4770,26.5,214,B
4771,25.2,78,B
4772,23.9,1,B
4773,22.8,0,B
4774,21.7,0,B
4775,20.6,0,B
4776,20.0,0,B
4777,19.3,0,B
4778,19.0,0,B
4779,18.6,0,B
4780,18.4,0,B
4781,18.8,22,B
4782,19.8,128,B
4783,21.5,344,B
4784,22.9,461,B
4785,24.9,757,B
4786,26.0,714,B
4787,26.9,726,B
4788,27.1,562,B
4789,27.3,569,B
4790,27.4,550,B
4791,27.1,384,B
4792,26.0,95,B
4793,25.0,47,B
4794,24.0,19,B
4795,23.2,6,B
4796,22.4,0,B
4797,21.1,0,B
4798,19.8,0,B
4799,18.5,0,B
4800,17.4,0,B
4801,16.1,0,B
4802,15.4,0,B
4803,14.7,0,B
4804,14.2,0,B
4805,14.3,13,B
4806,15.7,165,B
4807,17.2,331,B
4808,18.8,512,B
4809,20.4,697,B
4810,22.0,850,B
4811,22.1,506,B
4812,22.2,540,B
4813,22.3,538,B
4814,22.1,480,B
4815,21.8,412,B
4816,21.3,321,B
4817,20.6,236,B
4818,19.7,140,B
4819,18.8,53,B
4820,17.8,1,B
4821,17.5,0,B
4822,17.2,0,B
4823,16.9,0,B
4824,17.4,0,B
4825,17.9,0,B
4826,18.2,0,B
4827,18.4,0,B
4828,18.6,0,B
4829,19.0,16,B
4830,20.9,148,B
4831,22.8,294,B
4832,24.7,435,B
4833,26.6,559,B
4834,28.4,692,B
4835,29.9,743,B
4836,31.2,781,O
4837,32.0,743,O
4838,32.7,727,O
4839,32.9,609,O
4840,32.7,468,O
4841,32.0,311,O
4842,30.9,183,O
4843,29.7,63,B
4844,28.4,0,B
4845,27.1,0,B
4846,25.9,0,B
4847,24.7,0,B
4848,23.4,0,B
4849,22.0,0,B
4850,21.3,0,B
4851,20.5,0,B
4852,20.0,0,B
4853,20.1,15,B
4854,21.5,151,B
4855,22.9,298,B
4856,24.3,445,B
4857,25.6,576,B
4858,26.8,678,B
4859,27.9,746,B
4860,28.7,769,B
4861,29.3,754,B
4862,29.6,700,B
4863,29.6,612,B
4864,29.4,490,B
4865,28.8,347,B
4866,27.9,197,B
4867,26.7,66,B
4868,25.6,0,B
4869,24.4,0,B
4870,23.2,0,B
4871,22.1,0,B
4872,21.7,0,B
4873,21.2,0,B
4874,21.0,0,B
4875,20.6,0,B
4876,20.5,0,B
4877,20.2,20,B
4878,21.1,77,B
4879,22.6,226,B
4880,23.2,330,B
4881,23.0,397,B
4882,25.1,421,B
4883,26.3,601,B
4884,26.1,282,B
4885,25.8,206,B
4886,26.0,344,B
4887,26.1,344,B
4888,25.6,125,B
4889,24.9,38,B
4890,24.3,21,B
4891,23.5,7,B
4892,23.2,0,B
4893,22.3,0,B
4894,21.3,0,B
4895,20.4,0,B
4896,19.6,0,B
4897,18.8,0,B
4898,18.3,0,B
4899,17.8,0,B
4900,17.5,0,B
4901,17.8,17,B
4902,19.4,188,B
4903,21.3,386,B
4904,23.2,586,B
4905,25.1,765,B
4906,26.6,865,B
4907,26.6,492,B
4908,26.6,515,B
4909,26.6,509,B
4910,26.4,440,B
4911,25.9,360,B
4912,25.3,293,B
4913,24.6,210,B
4914,23.7,119,B
4915,22.7,43,B
4916,21.8,0,B
4917,20.6,0,B
4918,19.3,0,B
4919,18.1,0,B
4920,17.4,0,B
4921,16.6,0,B
4922,16.2,0,B
4923,15.9,0,B
4924,15.6,0,B
4925,16.0,22,B
4926,17.1,156,B
4927,18.2,291,B
4928,19.6,488,B
4929,21.5,787,B
4930,22.7,779,B
4931,23.4,693,B
4932,23.9,734,B
4933,24.1,582,B
4934,23.4,276,B
4935,22.4,111,B
4936,21.6,100,B
4937,20.7,34,B
4938,19.9,19,B
4939,19.2,6,B
4940,18.6,0,B
4941,17.7,0,B
4942,16.8,0,B
4943,15.9,0,B
4944,15.1,0,B
4945,14.1,0,B
4946,13.6,0,B
4947,13.1,0,B
4948,12.7,0,B
4949,12.8,10,B
4950,13.9,116,B
4951,15.3,254,A
4952,16.9,420,B
4953,18.1,477,B
4954,18.9,507,B
4955,19.4,468,B
4956,20.0,569,B
4957,20.3,522,B
4958,20.4,442,B
4959,20.6,564,B
4960,20.8,531,B
4961,20.7,446,B
4962,20.2,248,B
4963,19.2,78,B
4964,18.2,1,B
4965,17.4,0,B
4966,16.7,0,B
4967,16.0,0,B
4968,15.8,0,B
4969,15.7,0,B
4970,15.6,0,B
4971,15.5,0,B
4972,15.4,0,B
4973,15.6,9,B
4974,16.8,99,B
4975,18.0,195,B
4976,19.3,310,B
4977,20.4,373,B
4978,21.5,452,B
4979,22.6,552,B
4980,23.2,495,B
4981,23.6,470,B
4982,24.0,466,B
4983,24.1,422,B
4984,24.2,397,B
4985,24.2,356,B
4986,23.6,205,B
4987,22.8,71,B
4988,21.9,0,B
4989,20.9,0,B
4990,20.0,0,B
4991,19.0,0,B
4992,18.3,0,B
4993,17.5,0,B
4994,17.1,0,B
4995,16.6,0,B
4996,16.3,0,B
4997,16.5,11,B
4998,17.7,129,B
4999,19.1,260,B
5000,20.4,384,B
5001,22.0,561,B
5002,23.4,665,B
5003,24.7,758,B
5004,25.7,782,B
5005,26.4,739,B
5006,26.7,667,B
5007,26.8,562,B
5008,26.5,445,B
5009,25.9,311,B
5010,24.9,153,B
5011,23.8,42,B
5012,22.7,0,B
5013,21.7,0,B
5014,20.7,0,B
5015,19.7,0,B
5016,19.1,0,B
5017,18.5,0,B
5018,18.2,0,B
5019,17.8,0,B
5020,17.6,0,B
5021,17.8,11,B
5022,19.2,141,B
5023,20.8,289,B
5024,22.5,450,B
5025,24.2,591,B
5026,25.8,725,B
5027,27.2,803,B
5028,28.3,831,B
5029,29.0,805,B
5030,29.5,725,B
5031,29.5,595,B
5032,29.3,477,B
5033,28.6,336,B
5034,27.6,189,B
5035,26.3,57,B
5036,25.1,0,B
5037,23.8,0,B
5038,22.4,0,B
5039,21.0,0,B
5040,20.0,0,B
5041,19.0,0,B
5042,18.4,0,B
5043,17.9,0,B
5044,17.5,0,B
5045,17.4,2,B
5046,16.6,13,B
5047,17.5,40,B
5048,17.7,42,B
5049,17.5,55,B
5050,17.9,66,B
5051,18.1,147,B
5052,19.5,586,B
5053,20.9,732,B
5054,21.9,726,B
5055,22.3,469,B
5056,22.1,295,B
5057,22.2,239,B
5058,22.1,239,B
5059,21.6,70,B
5060,21.0,0,B
5061,20.6,0,B
5062,20.2,0,B
5063,19.9,0,B
5064,19.8,0,B
5065,19.8,0,B
5066,19.8,0,B
5067,19.8,0,B
5068,19.7,0,B
5069,19.7,2,B
5070,20.3,56,B
5071,21.2,128,B
5072,22.0,178,B
5073,22.5,247,B
5074,23.7,341,B
5075,24.3,337,B
5076,25.1,424,B
5077,25.8,478,B
5078,26.1,421,B
5079,26.4,311,B
5080,26.2,222,B
5081,25.9,164,B
5082,25.4,94,B
5083,24.3,29,B
5084,23.0,0,B
5085,23.4,0,B
5086,22.5,0,B
5087,21.6,0,B
5088,20.5,0,B
5089,19.6,0,B
5090,19.1,0,B
5091,18.6,0,B
5092,18.0,0,B
5093,18.2,2,B
5094,18.7,48,B
5095,19.5,133,B
5096,20.2,195,B
5097,20.6,213,B
5098,21.3,269,B
5099,22.1,394,B
5100,22.6,374,B
5101,23.1,415,B
5102,23.5,413,B
5103,23.7,387,B
5104,23.8,338,B
5105,22.8,265,B
5106,23.0,181,B
5107,22.8,62,B
5108,22.1,0,B
5109,20.7,0,B
5110,19.4,0,B
5111,18.0,0,B
5112,17.0,0,B
5113,16.0,0,B
5114,15.5,0,B
5115,14.9,0,B
5116,14.5,0,B
5117,14.7,9,B
5118,16.2,166,B
5119,18.0,365,B
