Hours,Temp,Irr,Type
1311,8.0,32,B
1312,8.1,198,B
1313,7.5,31,B
1314,6.9,0,B
1315,6.6,0,B
1316,6.2,0,B
1317,5.9,0,B
1318,5.6,0,B
1319,5.2,0,B
1320,4.5,0,B
1321,3.8,0,B
1322,3.1,0,B
1323,2.7,0,B
1324,2.3,0,B
1325,2.0,0,B
1326,1.8,0,B
1327,1.8,1,B
1328,2.9,74,B
1329,4.7,203,B
1330,6.4,303,B
1331,7.6,332,B
1332,8.7,401,B
1333,9.4,367,B
1334,9.8,347,B
1335,9.8,266,B
1336,9.2,149,B
1337,8.2,63,B
1338,7.1,0,B
1339,6.2,0,B
1340,5.3,0,B
1341,4.4,0,B
1342,3.5,0,B
1343,2.6,0,B
1344,1.9,0,B
1345,1.0,0,B
1346,0.2,0,B
1347,-0.3,0,B
1348,-0.7,0,B
1349,-1.1,0,B
1350,-1.4,0,B
1351,-1.4,2,A
1352,0.2,99,A
1353,2.4,259,A
1354,4.5,372,A
1355,5.9,399,A
1356,7.1,457,A
1357,8.1,479,A
1358,8.6,446,A
1359,8.7,362,A
1360,8.2,231,A
1361,6.9,84,A
1362,5.4,0,A
1363,5.1,0,A
1364,4.8,0,A
1365,4.5,0,A
1366,4.1,0,B
1367,3.8,0,B
1368,3.8,0,B
1369,3.9,0,B
1370,3.9,0,B
1371,4.0,0,B
1372,4.1,0,B
1373,4.1,0,B
1374,4.2,0,B
1375,4.2,2,A
1376,4.2,12,A
1377,4.9,26,A
1378,5.2,38,A
1379,6.2,125,A
1380,7.3,192,A
1381,9.2,382,A
1382,10.1,262,A
1383,11.0,312,A
1384,11.1,165,A
1385,10.8,87,A
1386,10.0,1,A
1387,9.6,0,A
1388,9.2,0,A
1389,8.9,0,A
1390,8.5,0,B
1391,8.1,0,B
1392,7.5,0,B
1393,6.8,0,B
1394,6.2,0,B
1395,5.8,0,B
1396,5.5,0,B
1397,5.1,0,B
1398,5.0,0,B
1399,5.2,8,A
1400,6.2,66,A
1401,7.4,142,A
1402,8.4,193,A
1403,9.6,285,A
1404,10.4,285,A
1405,10.9,274,A
1406,11.7,363,A
1407,12.3,367,A
1408,12.3,254,A
1409,11.6,87,A
1410,10.5,0,A
1411,9.8,0,A
1412,9.1,0,A
1413,8.4,0,A
1414,7.7,0,B
1415,6.9,0,B
1416,6.4,0,B
1417,5.8,0,B
1418,5.1,0,B
1419,4.8,0,B
1420,4.5,0,B
1421,4.2,0,B
1422,4.0,0,B
1423,4.1,6,A
1424,5.2,106,A
1425,6.1,168,A
1426,6.7,209,A
1427,7.5,304,A
1428,8.2,346,A
1429,8.3,272,A
1430,8.3,189,A
1431,8.7,347,A
1432,8.7,237,A
1433,8.2,98,A
1434,7.4,2,A
1435,6.9,0,A
1436,6.4,0,A
1437,5.8,0,A
1438,5.3,0,B
1439,4.8,0,B
1440,4.5,0,B
1441,4.2,0,B
1442,4.0,0,B
1443,3.9,0,B
1444,3.7,0,B
1445,3.7,0,B
1446,3.6,0,B
1447,4.0,16,A
1448,4.8,90,A
1449,6.6,287,A
1450,7.6,305,A
1451,7.1,52,A
1452,7.9,361,A
1453,8.8,437,A
1454,9.3,399,A
1455,9.0,190,A
1456,8.0,18,A
1457,7.5,7,A
1458,6.9,0,A
1459,6.3,0,A
1460,5.7,0,A
1461,5.1,0,A
1462,4.6,0,B
1463,4.0,0,B
1464,3.3,0,B
1465,2.6,0,B
1466,1.9,0,B
1467,1.5,0,B
1468,1.1,0,B
1469,0.9,0,B
1470,0.6,0,B
1471,1.0,17,B
1472,2.6,179,B
1473,4.2,338,B
1474,5.2,389,B
1475,6.7,597,B
1476,7.2,478,B
1477,7.6,474,B
1478,7.6,367,B
1479,6.9,164,B
1480,5.8,22,B
1481,4.9,32,B
1482,4.1,1,B
1483,3.4,0,B
1484,2.8,0,B
1485,2.1,0,B
1486,1.4,0,B
1487,0.8,0,B
1488,0.2,0,B
1489,-0.4,0,B
1490,-1.0,0,B
1491,-1.4,0,B
1492,-1.7,0,B
1493,-2.0,0,B
1494,-2.2,0,B
1495,-2.1,8,B
1496,-0.2,157,B
1497,1.6,314,B
1498,3.1,393,B
1499,4.1,444,B
1500,4.9,467,B
1501,5.7,517,B
1502,6.0,435,B
1503,6.0,369,B
1504,5.7,283,B
1505,4.7,111,B
1506,3.5,3,B
1507,3.1,0,B
1508,2.6,0,B
1509,2.1,0,B
1510,1.7,0,B
1511,1.2,0,B
1512,1.0,0,B
1513,0.8,0,B
1514,0.6,0,B
1515,0.5,0,B
1516,0.4,0,B
1517,0.4,0,B
1518,0.3,0,B
1519,0.4,3,A
1520,0.5,14,A
1521,1.4,113,A
1522,2.9,265,A
1523,4.2,350,A
1524,5.2,387,A
1525,5.7,319,A
1526,6.3,376,A
1527,6.3,250,A
1528,5.9,127,A
1529,5.2,47,A
1530,4.5,1,A
1531,4.3,0,A
1532,4.1,0,A
1533,3.9,0,A
1534,3.5,0,B
1535,3.4,0,B
1536,2.8,0,B
1537,2.9,0,B
1538,2.7,0,B
1539,2.6,0,B
1540,2.5,0,B
1541,2.4,0,B
1542,2.3,0,B
1543,2.5,7,A
1544,3.5,93,A
1545,4.7,184,A
1546,5.6,241,A
1547,6.3,275,A
1548,6.9,317,A
1549,7.4,307,A
1550,7.6,271,A
1551,7.5,192,A
1552,7.1,127,A
1553,6.5,45,A
1554,5.8,1,A
1555,5.5,0,A
1556,5.1,0,A
1557,4.7,0,A
1558,4.4,0,B
1559,3.9,0,B
1560,3.0,0,B
1561,3.4,0,B
1562,3.0,0,B
1563,2.7,0,B
1564,2.7,0,B
1565,2.6,0,B
1566,2.6,0,B
1567,2.7,5,A
1568,3.1,34,A
1569,3.6,75,A
1570,3.9,89,A
1571,4.2,100,A
1572,4.5,111,A
1573,6.0,467,A
1574,6.9,400,A
1575,7.3,316,A
1576,7.4,197,A
1577,7.0,76,A
1578,6.4,1,A
1579,5.6,0,A
1580,4.8,0,A
1581,4.0,0,A
1582,3.1,0,B
1583,2.3,0,B
1584,1.4,0,B
1585,0.4,0,B
1586,-0.7,0,B
1587,-1.3,0,B
1588,-1.9,0,B
1589,-2.3,0,B
1590,-2.8,0,B
1591,-2.6,16,A
1592,-1.5,150,A
1593,-0.5,267,A
1594,0.5,386,A
1595,1.3,452,A
1596,1.8,468,A
1597,2.1,472,A
1598,2.2,396,A
1599,2.0,319,A
1600,1.5,203,A
1601,0.7,81,A
1602,-0.2,1,A
1603,-0.9,0,A
1604,-1.5,0,A
1605,-2.2,0,A
1606,-2.9,0,B
1607,-3.5,0,B
1608,-3.6,0,B
1609,-3.7,0,B
1610,-3.9,0,B
1611,-3.9,0,B
1612,-4.0,0,B
1613,-4.1,0,B
1614,-4.2,0,B
1615,-3.6,24,A
1616,-1.5,194,A
1617,0.4,346,A
1618,2.2,485,A
1619,3.7,578,A
1620,5.0,633,A
1621,5.8,618,A
1622,6.2,551,A
1623,6.1,425,A
1624,5.4,271,A
1625,4.2,115,A
1626,2.8,2,A
1627,2.4,0,A
1628,1.9,0,A
1629,1.4,0,A
1630,0.9,0,B
1631,0.4,0,B
1632,0.1,0,B
1633,-0.3,0,B
1634,-0.6,0,B
1635,-0.8,0,B
1636,-1.0,0,B
1637,-1.1,0,B
1638,-1.2,0,B
1639,-0.8,16,B
1640,0.7,136,B
1641,2.3,272,B
1642,3.8,368,B
1643,4.8,408,B
1644,5.7,446,B
1645,6.1,400,B
1646,6.4,374,B
1647,6.2,285,B
1648,5.7,180,B
1649,4.8,69,B
1650,3.8,1,B
1651,3.5,0,B
1652,3.1,0,B
1653,2.7,0,B
1654,2.4,0,B
1655,2.0,0,B
1656,1.7,0,B
1657,1.5,0,B
1658,1.2,0,B
1659,1.1,0,B
1660,0.9,0,B
1661,0.9,0,B
1662,0.8,0,B
1663,1.2,16,B
1664,3.5,192,B
1665,5.6,344,B
1666,7.5,478,B
1667,8.4,432,B
1668,9.3,504,B
1669,9.9,489,B
1670,10.2,428,B
1671,10.2,380,B
1672,9.3,151,B
1673,8.3,84,B
1674,7.1,1,B
1675,6.4,0,B
1676,5.6,0,B
1677,4.9,0,B
1678,4.2,0,B
1679,3.4,0,B
1680,2.5,0,B
1681,1.6,0,B
1682,0.6,0,B
1683,0.1,0,B
1684,-0.4,0,B
1685,-0.8,0,B
1686,-0.9,0,B
1687,-0.1,58,A
1688,1.4,200,A
1689,3.1,347,A
1690,4.8,468,A
1691,6.3,553,A
1692,7.4,578,A
1693,8.3,575,A
1694,8.7,513,A
1695,8.7,393,A
1696,8.2,268,A
1697,7.2,123,A
1698,5.9,4,A
1699,5.5,0,A
1700,5.0,0,A
1701,4.6,0,A
1702,4.2,0,B
1703,3.7,0,B
1704,3.7,0,B
1705,3.6,0,B
1706,3.5,0,B
1707,3.5,0,B
1708,3.4,0,B
1709,3.4,0,B
1710,3.4,0,B
1711,3.9,40,A
1712,4.4,99,A
1713,4.7,156,A
1714,5.8,123,A
1715,6.7,203,A
1716,7.0,193,A
1717,7.3,158,A
1718,7.5,188,A
1719,7.7,213,A
1720,7.8,150,A
1721,7.5,57,A
1722,6.9,2,A
1723,6.5,0,A
1724,6.1,0,A
1725,5.6,0,A
1726,5.2,0,B
1727,4.7,0,B
1728,4.2,0,B
1729,3.7,0,B
1730,3.2,0,B
1731,3.0,0,B
1732,2.7,0,B
1733,2.5,0,B
1734,2.5,0,B
1735,3.1,49,A
1736,4.4,162,A
1737,6.0,286,A
1738,7.4,382,A
1739,8.7,451,A
1740,9.8,482,A
1741,10.5,470,A
1742,10.9,411,A
1743,11.0,330,A
1744,10.5,215,A
1745,9.7,95,A
1746,8.6,2,A
1747,8.2,0,A
1748,7.9,0,A
1749,7.5,0,A
1750,7.2,0,B
1751,6.8,0,B
1752,6.6,0,B
1753,6.5,0,B
1754,6.3,0,B
1755,6.1,0,B
1756,6.0,0,B
1757,5.7,0,B
1758,5.8,0,B
1759,6.0,28,A
1760,7.1,97,A
1761,8.0,171,A
1762,8.7,208,A
1763,9.2,205,A
1764,9.5,225,A
1765,9.7,173,A
1766,9.5,115,A
1767,9.1,71,A
1768,8.6,82,A
1769,8.8,30,A
1770,8.2,2,A
1771,8.1,0,A
1772,7.6,0,A
1773,6.3,0,A
1774,5.1,0,B
1775,6.0,0,B
1776,6.4,0,B
1777,6.1,0,B
1778,5.6,0,B
1779,5.5,0,B
1780,5.3,0,B
1781,5.2,0,B
1782,5.1,0,B
1783,6.0,72,A
1784,7.0,147,A
1785,8.3,266,A
1786,9.6,380,A
1787,10.2,313,A
1788,11.0,420,A
1789,11.2,303,A
1790,11.3,284,A
1791,11.1,202,A
1792,10.3,51,A
1793,9.5,12,A
1794,8.7,2,A
1795,8.8,0,A
1796,8.9,0,A
1797,9.0,0,A
1798,9.1,0,B
1799,8.9,0,B
1800,9.4,0,B
1801,9.5,0,B
1802,9.7,0,B
1803,9.7,0,B
1804,9.4,0,B
1805,9.9,0,B
1806,10.1,0,B
1807,10.7,37,B
1808,11.9,117,B
1809,13.2,202,B
1810,14.4,266,B
1811,15.3,278,B
1812,16.1,309,B
1813,16.6,274,B
1814,16.9,264,B
1815,17.0,222,B
1816,16.9,153,B
1817,16.4,69,B
1818,15.6,2,B
1819,14.7,0,B
1820,13.8,0,B
1821,13.0,0,B
1822,12.1,0,B
1823,11.2,0,B
1824,9.9,0,B
1825,8.6,0,B
1826,7.3,0,B
1827,6.6,0,B
1828,5.9,0,B
1829,5.4,0,B
1830,5.3,0,B
1831,6.2,79,B
1832,7.8,223,B
1833,9.5,366,B
1834,11.1,488,B
1835,12.6,579,B
1836,13.8,627,B
1837,14.6,619,B
1838,15.1,559,B
1839,15.1,455,B
1840,14.7,308,B
1841,13.6,149,B
1842,12.3,8,B
1843,11.6,0,B
1844,10.9,0,B
1845,10.1,0,B
1846,9.4,0,B
1847,8.7,0,B
1848,8.4,0,B
1849,8.1,0,B
1850,7.9,0,B
1851,7.9,0,B
1852,7.9,0,B
1853,7.7,0,B
1854,7.5,0,B
1855,8.1,13,A
1856,8.3,21,A
1857,8.6,35,A
1858,8.8,47,A
1859,9.0,54,A
1860,9.1,57,A
1861,10.5,369,A
1862,11.7,412,A
1863,11.8,307,A
1864,12.6,218,A
1865,12.6,119,A
1866,12.1,10,A
1867,11.5,0,A
1868,10.8,0,A
1869,10.2,0,A
1870,9.2,0,B
1871,7.6,0,B
1872,8.1,0,B
1873,7.2,0,B
1874,6.3,0,B
1875,5.8,0,B
1876,5.4,0,B
1877,5.0,0,B
1878,5.0,0,B
1879,5.4,46,A
1880,6.3,123,A
1881,7.0,189,A
1882,7.8,250,A
1883,8.4,297,A
1884,8.9,311,A
1885,9.2,283,A
1886,9.3,257,A
1887,9.3,202,A
1888,9.0,133,A
1889,8.4,70,A
1890,7.9,2,A
1891,6.5,0,A
1892,6.4,0,A
1893,6.0,0,A
1894,5.4,0,B
1895,4.7,0,B
1896,4.4,0,B
1897,4.0,0,B
1898,3.6,0,B
1899,3.4,0,B
1900,3.2,0,B
1901,3.1,0,B
1902,3.1,1,B
1903,4.1,73,A
1904,5.5,182,A
1905,7.2,312,A
1906,8.6,395,A
1907,9.9,455,A
1908,10.9,494,A
1909,11.7,472,A
1910,12.0,416,A
1911,12.0,308,A
1912,11.5,198,A
1913,10.5,86,A
1914,9.5,3,A
1915,9.0,0,A
1916,8.6,0,A
1917,8.1,0,A
1918,7.7,0,B
1919,7.2,0,B
1920,6.9,0,B
1921,6.6,0,B
1922,6.2,0,B
1923,6.1,0,B
1924,5.9,0,B
1925,5.8,0,B
1926,5.9,6,B
1927,7.5,125,A
1928,8.9,230,A
1929,11.5,512,A
1930,13.8,674,A
1931,14.7,514,A
1932,14.6,323,A
1933,14.7,364,A
1934,14.0,193,A
1935,13.1,129,A
1936,12.3,114,A
1937,11.7,116,A
1938,10.8,8,A
1939,10.4,0,A
1940,9.9,0,A
1941,9.4,0,A
1942,9.0,0,B
1943,8.5,0,B
1944,8.0,0,B
1945,7.5,0,B
1946,7.0,0,B
1947,6.7,0,B
1948,6.5,0,B
1949,6.1,0,B
1950,6.3,1,B
1951,6.9,48,A
1952,7.7,120,A
1953,8.6,196,A
1954,9.5,247,A
1955,10.2,289,A
1956,10.7,288,A
1957,11.1,284,A
1958,11.2,246,A
1959,11.1,170,A
1960,10.8,125,A
1961,10.3,59,A
1962,9.7,3,A
1963,9.0,0,A
1964,7.6,0,A
1965,7.4,0,A
1966,7.1,0,B
1967,6.5,0,B
1968,5.9,0,B
1969,5.3,0,B
1970,4.8,0,B
1971,4.5,0,B
1972,4.1,0,B
1973,3.9,0,B
1974,3.9,1,B
1975,5.0,74,B
1976,6.6,201,B
1977,8.4,347,B
1978,10.3,473,B
1979,11.9,549,B
1980,13.2,581,B
1981,14.0,546,B
1982,14.5,504,B
1983,14.6,410,B
1984,14.2,299,B
1985,13.3,150,B
1986,12.0,13,B
1987,11.2,0,B
1988,10.4,0,B
1989,9.6,0,B
1990,8.8,0,B
1991,8.1,0,B
1992,7.4,0,B
1993,6.7,0,B
1994,6.1,0,B
1995,5.7,0,B
1996,5.4,0,B
1997,5.2,0,B
1998,5.2,2,B
1999,6.5,92,B
2000,7.4,147,B
2001,8.7,274,B
2002,9.5,276,B
2003,10.9,448,B
2004,11.8,441,B
2005,12.5,444,B
2006,13.1,452,B
2007,13.0,313,B
2008,12.8,224,B
2009,12.1,108,B
2010,11.1,3,B
2011,10.1,0,B
2012,9.1,0,B
2013,8.2,0,B
2014,7.2,0,B
2015,6.2,0,B
2016,5.4,0,B
2017,4.4,0,B
2018,3.5,0,B
2019,3.0,0,B
2020,2.5,0,B
2021,2.2,0,B
2022,2.2,2,B
2023,3.5,97,A
2024,5.1,224,A
2025,6.9,364,A
2026,8.8,503,A
2027,10.5,598,A
2028,11.9,660,A
2029,13.0,664,A
2030,13.7,640,A
2031,14.0,512,A
2032,13.6,368,A
2033,12.6,189,A
2034,11.1,19,A
2035,10.4,0,A
2036,9.7,0,A
2037,8.9,0,A
2038,8.2,0,B
2039,7.5,0,B
2040,7.1,0,B
2041,6.7,0,B
2042,6.3,0,B
2043,6.0,0,B
2044,5.8,0,B
2045,5.7,0,B
2046,5.8,4,B
2047,7.7,130,A
2048,10.1,318,A
2049,12.3,439,A
2050,14.5,604,A
2051,16.0,591,B
2052,17.0,601,B
2053,17.6,545,B
2054,18.0,531,B
2055,17.9,389,B
2056,17.3,293,B
2057,16.2,147,B
2058,14.7,7,A
2059,13.6,0,A
2060,12.5,0,A
2061,11.5,0,A
2062,10.4,0,B
2063,9.3,0,B
2064,8.3,0,B
2065,7.2,0,B
2066,6.1,0,B
2067,5.5,0,B
2068,4.9,0,B
2069,4.5,0,B
2070,4.6,5,B
2071,6.4,137,A
2072,8.7,312,A
2073,11.0,478,A
2074,13.1,618,A
2075,14.9,708,A
2076,16.4,753,B
2077,17.4,733,B
2078,18.0,656,B
2079,18.0,540,B
2080,17.5,384,B
2081,16.3,205,B
2082,14.5,23,A
2083,13.4,0,A
2084,12.3,0,A
2085,11.1,0,A
2086,10.0,0,B
2087,8.9,0,B
2088,8.1,0,B
2089,7.3,0,B
2090,6.4,0,B
2091,6.0,0,B
2092,5.6,0,B
2093,5.3,0,B
2094,5.3,3,B
2095,6.7,112,A
2096,8.2,237,A
2097,10.0,385,A
2098,11.8,532,A
2099,12.5,435,A
2100,13.1,461,A
2101,13.9,542,A
2102,14.0,407,A
2103,13.6,258,A
2104,12.9,186,A
2105,12.0,69,A
2106,10.9,4,A
2107,10.1,0,A
2108,9.2,0,A
2109,8.4,0,A
2110,7.5,0,B
2111,6.7,0,B
2112,6.0,0,B
2113,5.4,0,B
2114,4.7,0,B
2115,4.3,0,B
2116,3.9,0,B
2117,3.7,0,B
2118,3.8,6,B
2119,5.9,147,A
2120,8.3,321,A
2121,10.7,486,A
2122,12.9,616,A
2123,14.8,702,A
2124,16.2,736,B
2125,17.3,723,B
2126,17.8,646,B
2127,17.9,530,B
2128,17.3,370,B
2129,16.1,198,B
2130,14.3,21,A
2131,13.3,0,A
2132,12.2,0,A
2133,11.2,0,A
2134,10.1,0,B
2135,9.1,0,B
2136,8.3,0,B
2137,7.4,0,B
2138,6.5,0,B
2139,6.1,0,B
2140,5.7,0,B
2141,5.4,0,B
2142,5.6,8,B
2143,7.6,158,B
2144,9.9,338,B
2145,12.2,508,B
2146,14.3,645,B
2147,16.1,735,B
2148,17.5,775,B
2149,18.6,757,B
2150,19.1,681,B
2151,19.2,557,B
2152,18.7,391,B
2153,17.5,209,B
2154,15.9,24,B
2155,15.0,0,B
2156,14.1,0,B
2157,13.2,0,B
2158,12.3,0,B
2159,11.5,0,B
2160,10.5,0,B
2161,9.8,0,B
2162,9.0,0,B
2163,8.6,0,B
2164,8.1,0,B
2165,7.8,0,B
2166,7.8,2,B
2167,8.3,54,B
2168,8.8,120,B
2169,9.3,173,B
2170,9.8,222,B
2171,10.2,250,B
2172,10.5,280,B
2173,10.6,258,B
2174,10.6,249,B
2175,10.7,204,B
2176,10.3,138,B
2177,9.1,70,B
2178,9.3,9,B
2179,9.0,0,B
2180,8.2,0,B
2181,7.4,0,B
2182,6.6,0,B
2183,5.8,0,B
2184,5.1,0,B
2185,4.4,0,B
2186,3.7,0,B
2187,3.3,0,B
2188,3.0,0,B
2189,2.7,0,B
2190,2.9,10,B
2191,4.9,176,A
2192,7.0,362,A
2193,9.1,535,A
2194,11.0,669,A
2195,12.6,760,A
2196,13.9,794,A
2197,14.8,770,A
2198,15.2,688,A
2199,15.2,559,A
2200,14.7,395,A
2201,13.6,211,A
2202,12.1,24,A
2203,10.9,0,A
2204,9.7,0,A
2205,8.5,0,A
2206,7.3,0,B
2207,6.1,0,B
2208,5.1,0,B
2209,3.9,0,B
2210,2.8,0,B
2211,2.1,0,B
2212,1.5,0,B
2213,1.0,0,B
2214,1.1,10,B
2215,2.5,156,A
2216,4.0,312,A
2217,5.3,433,A
2218,6.5,548,A
2219,7.6,637,A
2220,8.5,668,A
2221,9.1,675,A
2222,9.4,618,A
2223,9.4,526,A
2224,9.0,390,A
2225,8.2,232,A
2226,7.0,32,A
2227,6.3,0,A
2228,5.7,0,A
2229,5.1,0,A
2230,4.5,0,B
2231,3.8,0,B
2232,3.9,0,B
2233,3.9,0,B
2234,3.9,0,B
2235,4.0,0,B
2236,4.0,0,B
2237,4.0,0,B
2238,4.3,13,B
2239,6.5,175,A
2240,8.7,343,A
2241,10.9,502,A
2242,12.9,629,A
2243,14.5,708,A
2244,15.9,749,A
2245,16.8,725,B
2246,17.3,652,B
2247,17.4,537,B
2248,16.9,377,B
2249,15.8,212,A
2250,14.4,60,A
2251,13.0,0,A
2252,12.7,0,A
2253,12.5,0,A
2254,12.3,0,B
2255,12.0,0,B
2256,11.8,0,B
2257,11.6,0,B
2258,11.4,0,B
2259,11.4,0,B
2260,11.3,0,B
2261,11.2,0,B
2262,11.3,3,B
2263,11.5,17,A
2264,12.1,78,A
2265,13.7,264,A
2266,14.4,216,A
2267,15.8,417,A
2268,16.4,368,B
2269,16.5,313,B
2270,17.8,477,B
2271,18.2,411,B
2272,18.4,300,B
2273,18.1,183,B
2274,17.4,35,B
2275,16.6,0,B
2276,15.7,0,A
2277,14.8,0,A
2278,13.9,0,B
2279,13.0,0,B
2280,12.0,0,B
2281,10.9,0,B
2282,9.8,0,B
2283,9.2,0,B
2284,8.6,0,B
2285,8.1,0,B
2286,8.4,15,B
2287,10.3,179,A
2288,12.2,359,A
2289,14.1,521,A
2290,15.9,653,A
2291,17.3,742,B
2292,18.5,782,B
2293,19.3,758,B
2294,19.7,691,B
2295,19.7,573,B
2296,19.2,417,B
2297,18.2,238,B
2298,16.8,73,B
2299,15.4,0,A
2300,14.5,0,A
2301,13.5,0,A
2302,12.6,0,B
2303,11.6,0,B
2304,11.1,0,B
2305,10.5,0,B
2306,10.0,0,B
2307,9.7,0,B
2308,9.3,0,B
2309,9.1,0,B
2310,9.5,18,B
2311,11.5,177,B
2312,13.5,342,B
2313,15.4,490,B
2314,17.2,620,B
2315,18.7,712,B
2316,20.0,755,B
2317,20.9,749,B
2318,21.4,670,B
2319,21.4,547,B
2320,21.0,403,B
2321,20.0,226,B
2322,18.6,69,B
2323,17.2,0,B
2324,16.4,0,B
2325,15.6,0,B
2326,14.8,0,B
2327,14.0,0,B
2328,13.4,0,B
2329,12.8,0,B
2330,12.2,0,B
2331,11.9,0,B
2332,11.6,0,B
2333,11.5,0,B
2334,11.6,7,B
2335,13.3,180,B
2336,14.1,214,B
2337,15.3,388,B
2338,16.4,494,B
2339,17.9,713,B
2340,19.5,924,B
2341,19.4,400,B
2342,18.9,265,B
2343,17.8,53,B
2344,16.9,39,B
2345,16.2,71,B
2346,15.6,42,B
2347,14.9,0,B
2348,14.4,0,B
2349,13.8,0,B
2350,13.3,0,B
2351,12.7,0,B
2352,12.1,0,B
2353,11.4,0,B
2354,10.8,0,B
2355,10.4,0,B
2356,10.0,0,B
2357,9.8,0,B
2358,9.8,4,B
2359,10.8,97,A
2360,11.9,209,A
2361,13.5,396,A
2362,15.4,610,A
2363,16.7,625,B
2364,17.2,512,B
2365,16.7,193,B
2366,17.1,497,B
2367,17.4,494,B
2368,16.7,184,B
2369,15.6,20,A
2370,14.7,6,A
2371,13.9,0,A
2372,13.5,0,A
2373,13.2,0,A
2374,12.8,0,B
2375,12.3,0,B
2376,12.3,0,B
2377,12.2,0,B
2378,12.1,0,B
2379,12.1,0,B
2380,11.9,0,B
2381,12.0,0,B
2382,12.3,5,B
2383,12.5,18,A
2384,13.4,107,A
2385,13.5,50,A
2386,14.9,296,A
2387,16.0,324,B
2388,17.7,533,B
2389,18.9,554,B
2390,20.1,608,B
2391,21.1,604,B
2392,21.6,493,B
2393,21.2,207,B
2394,20.4,93,B
2395,19.5,1,B
2396,18.8,0,B
2397,18.1,0,B
2398,17.4,0,B
2399,16.8,0,B
2400,15.8,0,B
2401,14.8,0,B
2402,13.8,0,B
2403,13.3,0,B
2404,12.7,0,B
2405,12.3,0,B
2406,12.9,28,B
2407,14.9,221,A
2408,17.2,450,B
2409,19.2,604,B
2410,21.2,799,B
2411,21.6,551,B
2412,21.8,531,B
2413,21.7,457,B
2414,21.9,547,B
2415,21.6,412,B
2416,20.9,264,B
2417,19.7,108,B
2418,18.6,51,B
2419,17.5,0,B
2420,16.2,0,B
2421,14.9,0,A
2422,13.6,0,B
2423,12.3,0,B
2424,11.2,0,B
2425,10.0,0,B
2426,9.4,0,B
2427,8.8,0,B
2428,8.3,0,B
2429,8.2,0,B
2430,8.8,56,B
2431,10.4,234,A
2432,12.1,404,A
2433,13.9,565,A
2434,15.5,675,A
2435,16.8,716,B
2436,17.6,671,B
2437,18.0,598,B
2438,18.1,511,B
2439,17.9,411,B
2440,17.3,270,B
2441,16.3,137,B
2442,15.1,33,A
2443,14.0,0,A
2444,12.9,0,A
2445,11.8,0,A
2446,10.7,0,B
2447,9.7,0,B
2448,9.0,0,B
2449,8.3,0,B
2450,7.9,0,B
2451,7.6,0,B
2452,7.3,0,B
2453,7.2,0,B
2454,8.1,74,B
2455,9.8,242,A
2456,11.8,424,A
2457,14.0,620,A
2458,16.1,790,B
2459,16.8,549,B
2460,17.3,581,B
2461,17.7,569,B
2462,17.8,492,B
2463,17.5,369,B
2464,16.9,275,B
2465,15.9,140,A
2466,14.8,43,A
2467,13.6,0,A
2468,12.8,0,A
2469,11.9,0,A
2470,11.0,0,B
2471,10.1,0,B
2472,9.6,0,B
2473,9.0,0,B
2474,8.6,0,B
2475,8.3,0,B
2476,8.1,0,B
2477,8.0,0,B
2478,9.1,82,B
2479,10.4,187,B
2480,11.3,222,B
2481,12.4,323,B
2482,13.2,369,B
2483,14.2,437,B
2484,14.5,322,B
2485,15.0,424,B
2486,15.3,407,B
2487,15.7,432,B
2488,15.8,368,B
2489,15.7,301,B
2490,15.0,106,B
2491,14.1,3,B
2492,13.1,0,B
2493,12.1,0,B
2494,11.2,0,B
2495,10.2,0,B
2496,9.6,0,B
2497,8.9,0,B
2498,8.6,0,B
2499,8.2,0,B
2500,8.0,0,B
2501,8.0,0,B
2502,8.4,36,B
2503,8.2,74,B
2504,8.7,36,B
2505,9.3,143,B
2506,10.0,197,B
2507,10.9,354,B
2508,11.3,320,B
2509,12.4,443,B
2510,12.6,311,B
2511,12.9,273,B
2512,13.0,265,B
2513,12.9,172,B
2514,12.5,71,B
2515,11.9,1,B
2516,10.8,0,B
2517,9.7,0,B
2518,8.7,0,B
2519,7.6,0,B
2520,6.6,0,B
2521,5.6,0,B
2522,5.0,0,B
2523,4.4,0,B
2524,4.0,0,B
2525,3.9,0,B
2526,4.8,70,B
2527,6.3,220,A
2528,8.2,395,A
2529,9.8,510,A
2530,11.5,636,A
2531,12.9,710,A
2532,14.1,749,A
2533,14.9,729,A
2534,15.4,673,A
2535,15.5,550,A
2536,15.2,403,A
2537,14.3,242,A
2538,13.1,82,A
2539,11.7,0,A
2540,10.9,0,A
2541,10.0,0,A
2542,9.2,0,B
2543,8.4,0,B
2544,8.0,0,B
2545,7.7,0,B
2546,7.5,0,B
2547,7.3,0,B
2548,7.2,0,B
2549,7.2,0,B
2550,7.7,30,B
2551,8.6,111,A
2552,9.9,217,A
2553,11.0,270,A
2554,12.1,358,A
2555,13.0,374,A
2556,14.0,451,A
2557,15.0,547,A
2558,15.9,565,A
2559,16.6,524,B
2560,16.8,415,B
2561,16.7,280,B
2562,16.0,117,B
2563,15.0,3,A
2564,13.5,0,A
2565,11.9,0,A
2566,10.4,0,B
2567,8.9,0,B
2568,7.3,0,B
2569,5.6,0,B
2570,4.6,0,B
2571,3.7,0,B
2572,3.1,0,B
2573,2.9,0,B
2574,3.8,80,B
2575,5.2,230,A
2576,6.8,394,A
2577,8.6,561,A
